#BOOK=Genesis|BOOKCODE=gen|CHAPTER=42|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 42|KO=창세기 42장
V|N=1|EN=Now when Jacob saw that there was corn in Egypt, Jacob said unto his sons, Why do ye look one upon another?|KO=야곱이 애굽에 곡식이 있는 것을 보고 그의 아들들에게 이르되 너희가 어찌하여 서로 쳐다보느냐
V|N=2|EN=And he said, Behold, I have heard that there is corn in Egypt: get you down thither, and buy for us from thence; that we may live, and not die.|KO=그가 이르되 내가 애굽에 곡식이 있다 함을 들었으니 너희는 그리로 내려가서 우리를 위하여 거기서 곡식을 사오라 그리하면 우리가 살고 죽지 아니하리라
V|N=3|EN=And Joseph’s ten brethren went down to buy corn in Egypt.|KO=요셉의 열 형제가 곡식을 사러 애굽에 내려갔더라
V|N=4|EN=But Benjamin, Joseph’s brother, Jacob sent not with his brethren; for he said, Lest peradventure mischief befall him.|KO=그러나 베냐민은 요셉의 형제 중에 보내지 아니하였으니 이는 그가 이르기를 혹시 그에게 재앙이 닥칠까 두려워하였음이라
V|N=5|EN=And the sons of Israel came to buy corn among those that came: for the famine was in the land of Canaan.|KO=이스라엘의 아들들이 곡식을 사러 오는 자들 중에 이르렀으니 이는 가나안 땅에 기근이 있었음이라
V|N=6|EN=And Joseph was the governor over the land, and he it was that sold to all the people of the land: and Joseph’s brethren came, and bowed down themselves before him with their faces to the earth.|KO=요셉이 그 땅의 총리라 그가 그 땅의 모든 백성에게 곡식을 팔더라 요셉의 형들이 그 앞에 나아가서 땅에 엎드려 절하니
V|N=7|EN=And Joseph saw his brethren, and he knew them, but made himself strange unto them, and spake roughly unto them; and he said unto them, Whence come ye? And they said, From the land of Canaan to buy food.|KO=요셉이 그의 형들을 보았으나 그들은 그를 알지 못하더라 요셉이 그들에게 이르되 너희는 어디서 왔느냐 그들이 이르되 가나안 땅에서 음식을 사러 왔나이다
V|N=8|EN=And Joseph knew his brethren, but they knew not him.|KO=요셉이 그의 형들을 알았으나 그들은 그를 알지 못하더라
V|N=9|EN=And Joseph remembered the dreams which he dreamed of them, and said unto them, Ye are spies; to see the nakedness of the land ye are come.|KO=요셉이 그들에게 이르되 너희는 정탐꾼이라 이 땅의 나체를 보려고 왔느니라
V|N=10|EN=And they said unto him, Nay, my lord, but to buy food are thy servants come.|KO=그들이 그에게 이르되 아니라 나의 주여 우리는 음식을 사러 왔나이다
