#BOOK=Genesis|BOOKCODE=gen|CHAPTER=50|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 50|KO=창세기 50장
V|N=1|EN=And Joseph fell upon his father’s face, and wept upon him, and kissed him.|KO=요셉이 아버지의 얼굴에 엎드려 울며 그를 입맞추었다.
V|N=2|EN=And Joseph commanded his servants the physicians to embalm his father: and the physicians embalmed Israel.|KO=요셉이 그의 하인 의사들에게 아버지를 향하여 향유를 바르라고 명령하였고, 의사들이 이스라엘을 향유하였다.
V|N=3|EN=And forty days were fulfilled for him; for so are fulfilled the days of those which are embalmed: and the Egyptians mourned for him threescore and ten days.|KO=그를 위하여 마흔 날이 채워졌으니, 이는 향유를 바르는 자들의 날이 채워진 것이라. 이집트 사람들이 그를 위하여 칠십 날 동안 애도하였다.
V|N=4|EN=And when the days of his mourning were past, Joseph spake unto the house of Pharaoh, saying, If now I have found grace in your eyes, speak, I pray you, in the ears of Pharaoh, saying,|KO=그 애도하는 날이 지나고 요셉이 바로의 집에 말하여 이르되, 내가 만일 당신의 눈에 은혜를 입었으면, 바로의 귀에 말하게 하소서.
V|N=5|EN=My father made me swear, saying, Lo, I die: in my grave which I have digged for me in the land of Canaan, there shalt thou bury me. Now therefore let me go up, I pray thee, and bury my father, and I will come again.|KO=내 아버지가 나에게 맹세하게 하여 이르기를, 내가 죽으리니, 내가 가나안 땅에 파놓은 내 무덤에 나를 장사하라 하였으니, 이제 내가 올라가서 내 아버지를 장사하고 다시 돌아오게 하소서.
V|N=6|EN=And Pharaoh said, Go up, and bury thy father, according as he made thee swear.|KO=바로가 이르되, 올라가서 네 아버지를 장사하라. 네가 그에게 맹세한 대로 하라.
V|N=7|EN=And Joseph went up to bury his father: and with him went up all the servants of Pharaoh, the elders of his house, and all the elders of the land of Egypt,|KO=요셉이 그의 아버지를 장사하러 올라갔고, 바로의 모든 하인과 그의 집의 장로들과 이집트 땅의 모든 장로들이 그와 함께 올라갔다.
V|N=8|EN=And all the house of Joseph, and his brethren, and his father’s house: only their little ones, and their flocks, and their herds, they left in the land of Goshen.|KO=요셉의 집과 그의 형제들과 그의 아버지의 집이 모두 그와 함께 올라갔으나, 그들의 어린 것들과 양과 소는 고센 땅에 남겨두었다.
V|N=9|EN=And there went up with him both chariots and horsemen: and it was a very great company.|KO=그와 함께 수레와 기병들이 올라갔고, 매우 큰 무리가 되었다.
V|N=10|EN=And they came to the threshingfloor of Atad, which is beyond Jordan, and there they mourned with a great and very sore lamentation: and he made a mourning for his father seven days.|KO=그들이 요단을 넘어 아탑의 타작마당에 이르렀고, 거기서 큰 애통함으로 애도하였으며, 그의 아버지를 위하여 일주일 동안 애도하였다.
V|N=11|EN=And when the inhabitants of the land, the Canaanites, saw the mourning in the floor of Atad, they said, This is a grievous mourning to the Egyptians: wherefore the name of it was called Abelmizraim, which is beyond Jordan.|KO=그 땅의 거민 가나안 사람들이 아탑의 타작마당에서 애도하는 것을 보고 이르되, 이는 이집트 사람들에게 큰 애통함이라 하였으므로, 그 이름을 요단 저편에서 아벨미스라임이라 하였다.
V|N=12|EN=And his sons did unto him according as he commanded them:|KO=그의 아들들이 그에게 명령한 대로 행하였다.
V|N=13|EN=For his sons carried him into the land of Canaan, and buried him in the cave of the field of Machpelah, which Abraham bought with the field for a possession of a buryingplace of Ephron the Hittite, before Mamre.|KO=그의 아들들이 그를 가나안 땅으로 가지고 가서, 마흔의 밭에 있는 막벨라 굴에 장사하였으니, 이는 아브라함이 에브론에게서 매입한 소유의 굴이라.
V|N=14|EN=And Joseph returned into Egypt, he, and his brethren, and all that went up with him to bury his father, after he had buried his father.|KO=요셉이 그의 아버지를 장사한 후에, 그와 그의 형제들과 그와 함께 올라간 모든 자가 이집트로 돌아왔다.
V|N=15|EN=And when Joseph’s brethren saw that their father was dead, they said, Joseph will peradventure hate us, and will certainly requite us all the evil which we did unto him.|KO=요셉의 형제들이 그들의 아버지가 죽은 것을 보고 이르되, 요셉이 우리를 미워하고 우리가 그에게 행한 모든 악을 반드시 갚으리라 하였다.
V|N=16|EN=And they sent a messenger unto Joseph, saying, Thy father did command before he died, saying,|KO=그들이 요셉에게 전령을 보내어 이르되, 당신의 아버지가 죽기 전에 명령하여 이르기를,
V|N=17|EN=So shall ye say unto Joseph, Forgive, I pray thee now, the trespass of thy brethren, and their sin; for they did unto thee evil: and now, we pray thee, forgive the trespass of the servants of the God of thy father. And Joseph wept when they spake unto him.|KO=너희는 요셉에게 이같이 말하라. 내가 이제 당신의 형제들의 죄와 그들의 악을 용서하소서. 그들이 당신에게 악을 행하였으나, 이제 당신은 그들의 죄를 용서하소서. 당신의 아버지의 하나님을 섬기는 종들의 죄를 용서하소서. 요셉이 그들이 그에게 말할 때에 울었다.
V|N=18|EN=And his brethren also went and fell down before his face; and they said, Behold, we be thy servants.|KO=그의 형제들도 가서 그의 얼굴에 엎드려 이르되, 우리는 당신의 종이니이다.
V|N=19|EN=And Joseph said unto them, Fear not: for am I in the place of God?|KO=요셉이 그들에게 이르되, 두려워하지 말라. 내가 하나님을 대신하겠느냐?
V|N=20|EN=But as for you, ye thought evil against me; but God meant it unto good, to bring to pass, as it is this day, to save much people alive.|KO=당신들은 나에게 악을 꾀하였으나, 하나님은 그것을 선으로 바꾸사 오늘과 같이 많은 백성을 살리시려 하셨나이다.
V|N=21|EN=Now therefore fear ye not: I will nourish you, and your little ones. And he comforted them, and spake kindly unto them.|KO=그러므로 두려워하지 말라. 내가 너희와 너희 어린 것들을 기르리라. 그가 그들을 위로하고 친절히 말하였다.
V|N=22|EN=And Joseph dwelt in Egypt, he, and his father’s house: and Joseph lived an hundred and ten years.|KO=요셉이 이집트에 거주하였고, 그의 아버지의 집도 함께 거주하였으며, 요셉은 백십 세를 살았다.
V|N=23|EN=And Joseph saw Ephraim’s children of the third generation: the children also of Machir the son of Manasseh were brought up upon Joseph’s knees.|KO=요셉이 에브라임의 손자들을 삼대까지 보았고, 므낫세의 아들 마길도 요셉의 무릎 위에서 자랐다.
V|N=24|EN=And Joseph said unto his brethren, I die: and God will surely visit you, and bring you out of this land unto the land which he sware to Abraham, to Isaac, and to Jacob.|KO=요셉이 그의 형제들에게 이르되, 내가 죽으리니, 하나님이 반드시 너희를 돌보시고 너희를 이 땅에서 아브라함과 이삭과 야곱에게 맹세하신 땅으로 인도하시리라.
V|N=25|EN=And Joseph took an oath of the children of Israel, saying, God will surely visit you, and ye shall carry up my bones from hence.|KO=요셉이 이스라엘 자손에게 맹세하게 하여 이르되, 하나님이 반드시 너희를 돌보시리니, 너희는 내 뼈를 여기서 가져가라 하였다.
V|N=26|EN=So Joseph died, being an hundred and ten years old: and they embalmed him, and he was put in a coffin in Egypt.|KO=요셉이 백십 세에 죽었고, 그를 향유하고 이집트에 있는 관에 장사하였다.
