#BOOK=Genesis|BOOKCODE=gen|CHAPTER=46|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 46|KO=창세기 46장
V|N=1|EN=And Israel took his journey with all that he had, and came to Beersheba, and offered sacrifices unto the God of his father Isaac.|KO=이스라엘이 그의 모든 것을 가지고 여행을 떠나 브엘세바에 이르러 그의 아버지 이삭의 하나님께 제사를 드리니라.
V|N=2|EN=And God spake unto Israel in the visions of the night, and said, Jacob, Jacob. And he said, Here am I.|KO=하나님이 밤의 환상 중에 이스라엘에게 말씀하시되, 야곱아, 야곱아 하시니 그가 대답하되, 내가 여기 있나이다.
V|N=3|EN=And he said, I am God, the God of thy father: fear not to go down into Egypt; for I will there make of thee a great nation:|KO=하나님이 말씀하시되, 나는 네 아버지의 하나님이라. 애굽으로 내려가는 것을 두려워하지 말라. 내가 거기서 너로 큰 민족을 이루게 하리라.
V|N=4|EN=I will go down with thee into Egypt; and I will also surely bring thee up again: and Joseph shall put his hand upon thine eyes.|KO=내가 너와 함께 애굽으로 내려가고, 반드시 너를 인도하여 다시 올라오게 하리니, 요셉이 네 눈을 감기리라.
V|N=5|EN=And Jacob rose up from Beersheba: and the sons of Israel carried Jacob their father, and their little ones, and their wives, in the wagons which Pharaoh had sent to carry him.|KO=야곱이 브엘세바에서 일어나, 이스라엘의 아들들이 그들의 아버지 야곱과 그들의 어린 자녀들과 아내들을 바로가 보낸 수레에 태워 애굽으로 갔더라.
V|N=6|EN=And they took their cattle, and their goods, which they had gotten in the land of Canaan, and came into Egypt, Jacob, and all his seed with him:|KO=그들이 가나안 땅에서 얻은 그들의 가축과 재물을 가지고 애굽으로 갔고, 야곱과 그의 모든 자손이 그와 함께 하였더라.
V|N=7|EN=His sons, and his sons’ sons with him, his daughters, and his sons’ daughters, and all his seed brought he with him into Egypt.|KO=그의 아들들과 그의 아들들의 아들들, 그의 딸들과 그의 아들들의 딸들, 그리고 그의 모든 자손이 그와 함께 애굽으로 갔더라.
V|N=8|EN=And these are the names of the children of Israel, which came into Egypt, Jacob and his sons: Reuben, Jacob’s firstborn.|KO=애굽으로 간 이스라엘의 자녀들의 이름은 이러하니, 야곱과 그의 아들들, 루벤은 야곱의 장자라.
V|N=9|EN=And the sons of Reuben; Hanoch, and Phallu, and Hezron, and Carmi.|KO=루벤의 아들들은 하녹과 발루와 헤스론과 갈미라.
V|N=10|EN=And the sons of Simeon; Jemuel, and Jamin, and Ohad, and Jachin, and Zohar, and Shaul the son of a Canaanitish woman.|KO=시므온의 아들들은 예무엘과 야민과 오하드와 야긴과 소할과 가나안 여인의 아들 사울이라.
V|N=11|EN=And the sons of Levi; Gershon, Kohath, and Merari.|KO=레위의 아들들은 게르손과 고핫과 므라리라.
V|N=12|EN=And the sons of Judah; Er, and Onan, and Shelah, and Pharez, and Zarah: but Er and Onan died in the land of Canaan. And the sons of Pharez were Hezron and Hamul.|KO=유다의 아들들은 에르와 오난과 셀라와 베레스와 세라라. 에르와 오난은 가나안 땅에서 죽었고, 베레스의 아들은 헤스론과 하물이라.
V|N=13|EN=And the sons of Issachar; Tola, and Phuvah, and Job, and Shimron.|KO=잇사갈의 아들들은 돌라와 부바와 욥과 시므론이라.
V|N=14|EN=And the sons of Zebulun; Sered, and Elon, and Jahleel.|KO=스불론의 아들들은 세레드와 엘론과 야흘엘이라.
V|N=15|EN=These be the sons of Leah, which she bare unto Jacob in Padanaram, with his daughter Dinah: all the souls of his sons and his daughters were thirty and three.|KO=이들은 야곱이 바단아람에서 낳은 레아의 아들들이요, 그의 딸 디나가 있더라. 그의 아들과 딸의 영혼은 모두 삼십삼 명이었더라.
V|N=16|EN=And the sons of Gad; Ziphion, and Haggi, Shuni, and Ezbon, Eri, and Arodi, and Areli.|KO=갓의 아들들은 시브온과 하기를, 수니와 에스본과 에리와 아로디와 아렐이라.
V|N=17|EN=And the sons of Asher; Jimnah, and Ishuah, and Isui, and Beriah, and Serah their sister: and the sons of Beriah; Heber, and Malchiel.|KO=아셀의 아들들은 힘나와 이슈아와 이수이와 베리아와 그들의 누이 세라라. 베리아의 아들은 헤벨과 말기엘이라.
V|N=18|EN=These are the sons of Zilpah, whom Laban gave to Leah his daughter, and these she bare unto Jacob, even sixteen souls.|KO=실바가 그의 딸 레아에게 준 자녀들은 이러하니, 그가 야곱에게 낳은 영혼은 모두 열여섯 명이었더라.
V|N=19|EN=The sons of Rachel Jacob’s wife; Joseph, and Benjamin.|KO=야곱의 아내 라헬의 아들들은 요셉과 베냐민이라.
V|N=20|EN=And unto Joseph in the land of Egypt were born Manasseh and Ephraim, which Asenath the daughter of Potipherah priest of On bare unto him.|KO=애굽 땅에서 요셉에게 태어난 아들은 므낫세와 에브라임이라. 이는 온의 제사장 보디발의 딸 아세낫이 그에게 낳은 자라.
