#BOOK=Genesis|BOOKCODE=gen|CHAPTER=3|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 3|KO=창세기 3장
V|N=1|EN=Now the serpent was more subtil than any beast of the field which the LORD God had made. And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?|KO=뱀은 여호와 하나님이 지으신 들의 모든 짐승보다 더 교활하더라. 뱀이 여자에게 이르되, 하나님이 참으로 너희에게 동산의 모든 나무에서 먹지 말라 하시더냐?
V|N=2|EN=And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:|KO=여자가 뱀에게 이르되, 우리는 동산의 나무 열매는 먹을 수 있으나,
V|N=3|EN=But of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die.|KO=동산 중앙에 있는 나무의 열매에 관하여는 하나님이 말씀하시기를, 너희는 그것을 먹지도 말고 만지지도 말라, 그렇지 않으면 죽으리라 하셨느니라.
V|N=4|EN=And the serpent said unto the woman, Ye shall not surely die:|KO=뱀이 여자에게 이르되, 너희가 결코 죽지 아니하리라.
V|N=5|EN=For God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.|KO=하나님이 아시는 것은 너희가 그것을 먹는 날에는 너희 눈이 밝아져서 하나님과 같이 되어 선악을 알게 됨이니라.
V|N=6|EN=And when the woman saw that the tree was good for food, and that it was pleasant to the eyes, and a tree to be desired to make one wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.|KO=여자가 그 나무가 먹기에 좋고 눈에 보기에 아름답고 지혜롭게 할 만큼 탐스럽게 보임을 보고, 그 열매를 따먹고 자기 남편에게도 주매, 그도 먹으니라.
V|N=7|EN=And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons.|KO=그들의 두 눈이 열려서 자기들이 벗었음을 알고 무화과 나무 잎을 엮어 치마를 만들었더라.
V|N=8|EN=And they heard the voice of the LORD God walking in the garden in the cool of the day: and Adam and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.|KO=그들이 여호와 하나님의 소리가 동산에서 거니시는 것을 듣고, 아담과 그의 아내가 여호와 하나님의 낯을 피하여 동산 나무 사이에 숨었더라.
V|N=9|EN=And the LORD God called unto Adam, and said unto him, Where art thou?|KO=여호와 하나님이 아담을 부르시며 그에게 이르시되, 네가 어디 있느냐?
V|N=10|EN=And he said, I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself.|KO=그가 이르되, 내가 동산에서 하나님의 소리를 듣고 두려워하여 숨었나이다. 나는 벗었으므로 숨었나이다.
V|N=11|EN=And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?|KO=하나님이 이르시되, 누가 너에게 벗었음을 알게 하였느냐? 내가 너에게 먹지 말라 명한 나무의 열매를 네가 먹었느냐?
V|N=12|EN=And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.|KO=아담이 이르되, 주께서 나와 함께 하라고 주신 여자이 그 나무의 열매를 나에게 주므로 내가 먹었나이다.
V|N=13|EN=And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.|KO=여호와 하나님이 여자에게 이르시되, 네가 이것을 어찌 하였느냐? 여자가 이르되, 뱀이 나를 꾀므로 내가 먹었나이다.
V|N=14|EN=And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:|KO=여호와 하나님이 뱀에게 이르시되, 네가 이 일을 하였으므로 너는 모든 가축과 들의 모든 짐승보다 더 저주를 받을 것이라. 너는 배로 다니고 평생토록 흙을 먹으리라.
V|N=15|EN=And I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.|KO=내가 너와 여자 사이에, 그리고 네 자손과 그녀의 자손 사이에 적의를 두리니, 그녀의 자손이 네 머리를 상하게 할 것이요, 너는 그의 발꿈치를 상하게 할 것이라.
V|N=16|EN=Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.|KO=여자에게 이르시되, 내가 너의 수고를 심히 더하게 하리니, 너는 고통 중에 자식을 낳을 것이요, 너의 남편을 사모하리니, 그는 너를 다스릴 것이라.
