#BOOK=Genesis|BOOKCODE=gen|CHAPTER=11|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 11|KO=창세기 11장
V|N=1|EN=And the whole earth was of one language, and of one speech.|KO=온 땅이 하나의 언어와 하나의 말을 사용하고 있었다.
V|N=2|EN=And it came to pass, as they journeyed from the east, that they found a plain in the land of Shinar; and they dwelt there.|KO=그들이 동쪽에서 여행할 때, 신할 땅의 평지를 발견하고 거기 거주하였다.
V|N=3|EN=And they said one to another, Go to, let us make brick, and burn them thoroughly. And they had brick for stone, and slime had they for morter.|KO=그들이 서로 말하기를, 자, 벽돌을 만들고 그것을 잘 구워서 사용하자 하였다. 그들은 돌 대신 벽돌을 사용하고, 진흙 대신 아교를 사용하였다.
V|N=4|EN=And they said, Go to, let us build us a city and a tower, whose top may reach unto heaven; and let us make us a name, lest we be scattered abroad upon the face of the whole earth.|KO=그들이 말하기를, 자, 우리를 위하여 성과 탑을 세우자. 그 탑의 꼭대기가 하늘에 닿게 하여, 우리를 위하여 이름을 세우고 온 땅에 흩어지지 않게 하자 하였다.
V|N=5|EN=And the LORD came down to see the city and the tower, which the children of men builded.|KO=여호와께서 내려와서 사람들이 세운 성과 탑을 보셨다.
V|N=6|EN=And the LORD said, Behold, the people is one, and they have all one language; and this they begin to do: and now nothing will be restrained from them, which they have imagined to do.|KO=여호와께서 말씀하시기를, 보라, 이 백성이 하나이며, 모두 하나의 언어를 사용하고 있다. 그들이 지금 시작하는 일이니, 그들이 하고자 하는 모든 것을 막을 수 없을 것이다.
V|N=7|EN=Go to, let us go down, and there confound their language, that they may not understand one another’s speech.|KO=자, 우리가 내려가서 그들의 언어를 혼잡하게 하여 서로의 말을 이해하지 못하게 하자.
V|N=8|EN=So the LORD scattered them abroad from thence upon the face of all the earth: and they left off to build the city.|KO=그래서 여호와께서 그들을 거기서 온 땅에 흩어지게 하셨고, 그들은 성을 건축하는 것을 그쳤다.
V|N=9|EN=Therefore is the name of it called Babel; because the LORD did there confound the language of all the earth: and from thence did the LORD scatter them abroad upon the face of all the earth.|KO=그러므로 그 성의 이름을 바벨이라 하였으니, 이는 여호와께서 거기서 온 땅의 언어를 혼잡하게 하셨기 때문이다. 그리고 여호와께서 거기서 그들을 온 땅에 흩으셨다.
V|N=10|EN=These are the generations of Shem: Shem was an hundred years old, and begat Arphaxad two years after the flood:|KO=이것은 셈의 후대이다. 셈은 백세에 아르박삿을 낳았고, 홍수 후 이 년에 낳았다.
V|N=11|EN=And Shem lived after he begat Arphaxad five hundred years, and begat sons and daughters.|KO=셈은 아르박삿을 낳은 후 오백 년을 살았고, 아들들과 딸들을 낳았다.
V|N=12|EN=And Arphaxad lived five and thirty years, and begat Salah:|KO=아르박삿은 서른다섯 세에 살라를 낳았다.
V|N=13|EN=And Arphaxad lived after he begat Salah four hundred and three years, and begat sons and daughters.|KO=아르박삿은 살라를 낳은 후 사백삼 년을 살았고, 아들들과 딸들을 낳았다.
V|N=14|EN=And Salah lived thirty years, and begat Eber:|KO=살라는 서른 세에 에벨을 낳았다.
V|N=15|EN=And Salah lived after he begat Eber four hundred and three years, and begat sons and daughters.|KO=살라는 에벨을 낳은 후 사백삼 년을 살았고, 아들들과 딸들을 낳았다.
V|N=16|EN=And Eber lived four and thirty years, and begat Peleg:|KO=에벨은 서른 네 세에 벨렉을 낳았다.
V|N=17|EN=And Eber lived after he begat Peleg four hundred and thirty years, and begat sons and daughters.|KO=에벨은 벨렉을 낳은 후 사백삼십 년을 살았고, 아들들과 딸들을 낳았다.
V|N=18|EN=And Peleg lived thirty years, and begat Reu:|KO=벨렉은 서른 세에 류를 낳았다.
V|N=19|EN=And Peleg lived after he begat Reu two hundred and nine years, and begat sons and daughters.|KO=벨렉은 류를 낳은 후 이백구 년을 살았고, 아들들과 딸들을 낳았다.
V|N=20|EN=And Reu lived two and thirty years, and begat Serug:|KO=류는 서른 두 세에 스룩을 낳았다.
V|N=21|EN=And Reu lived after he begat Serug two hundred and seven years, and begat sons and daughters.|KO=류는 스룩을 낳은 후 이백칠 년을 살았고, 아들들과 딸들을 낳았다.
V|N=22|EN=And Serug lived thirty years, and begat Nahor:|KO=스룩은 서른 세에 나홀을 낳았다.
V|N=23|EN=And Serug lived after he begat Nahor two hundred years, and begat sons and daughters.|KO=스룩은 나홀을 낳은 후 이백 년을 살았고, 아들들과 딸들을 낳았다.
V|N=24|EN=And Nahor lived nine and twenty years, and begat Terah:|KO=나홀은 이십구 세에 데라를 낳았다.
V|N=25|EN=And Nahor lived after he begat Terah an hundred and nineteen years, and begat sons and daughters.|KO=나홀은 데라를 낳은 후 백십구 년을 살았고, 아들들과 딸들을 낳았다.
V|N=26|EN=And Terah lived seventy years, and begat Abram, Nahor, and Haran.|KO=데라는 칠십 세에 아브람과 나홀과 하란을 낳았다.
V|N=27|EN=Now these are the generations of Terah: Terah begat Abram, Nahor, and Haran; and Haran begat Lot.|KO=이것은 데라의 후대이다. 데라는 아브람과 나홀과 하란을 낳았고, 하란은 롯을 낳았다.
V|N=28|EN=And Haran died before his father Terah in the land of his nativity, in Ur of the Chaldees.|KO=하란은 그의 고향 갈대아 우르에서 아버지 데라보다 먼저 죽었다.
