#BOOK=Genesis|BOOKCODE=gen|CHAPTER=47|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 47|KO=창세기 47장
V|N=1|EN=Then Joseph came and told Pharaoh, and said, My father and my brethren, and their flocks, and their herds, and all that they have, are come out of the land of Canaan; and, behold, they are in the land of Goshen.|KO=그때 요셉이 와서 바로에게 고하되, 내 아버지와 내 형제들과 그들의 양과 소와 그들이 가진 모든 것이 가나안 땅에서 나왔으니, 보소서, 그들이 고센 땅에 있나이다.
V|N=2|EN=And he took some of his brethren, even five men, and presented them unto Pharaoh.|KO=그가 형제 중 다섯 사람을 택하여 바로에게 나아가게 하였더라.
V|N=3|EN=And Pharaoh said unto his brethren, What is your occupation? And they said unto Pharaoh, Thy servants are shepherds, both we, and also our fathers.|KO=바로가 그의 형제들에게 묻되, 너희의 직업이 무엇이냐? 그들이 바로에게 대답하되, 당신의 종들은 양치기라, 우리와 우리 조상들도 그러하니이다.
V|N=4|EN=They said morever unto Pharaoh, For to sojourn in the land are we come; for thy servants have no pasture for their flocks; for the famine is sore in the land of Canaan: now therefore, we pray thee, let thy servants dwell in the land of Goshen.|KO=그들이 또 바로에게 말하되, 우리가 이 땅에 거주하려고 왔나이다. 당신의 종들이 양을 기를 곳이 없으니, 가나안 땅에 기근이 심하므로, 그러므로 우리가 간구하오니, 당신의 종들이 고센 땅에 거주하게 하소서.
V|N=5|EN=And Pharaoh spake unto Joseph, saying, Thy father and thy brethren are come unto thee:|KO=바로가 요셉에게 이르되, 네 아버지와 네 형제들이 네게 왔느니라.
V|N=6|EN=The land of Egypt is before thee; in the best of the land make thy father and brethren to dwell; in the land of Goshen let them dwell: and if thou knowest any men of activity among them, then make them rulers over my cattle.|KO=애굽 땅은 네 앞에 있느니라. 네 아버지와 형제들이 거주할 수 있는 가장 좋은 땅에 그들을 거주하게 하라. 고센 땅에 그들을 거주하게 하라. 만일 그들 중에 능력 있는 자가 있으면, 그들을 내 가축의 감독자로 삼으라.
V|N=7|EN=And Joseph brought in Jacob his father, and set him before Pharaoh: and Jacob blessed Pharaoh.|KO=요셉이 그의 아버지 야곱을 데리고 와서 바로 앞에 세우니, 야곱이 바로에게 축복하니라.
V|N=8|EN=And Pharaoh said unto Jacob, How old art thou?|KO=바로가 야곱에게 묻되, 네 나이가 얼마냐?
V|N=9|EN=And Jacob said unto Pharaoh, The days of the years of my pilgrimage are an hundred and thirty years: few and evil have the days of the years of my life been, and have not attained unto the days of the years of the life of my fathers in the days of their pilgrimage.|KO=야곱이 바로에게 대답하되, 내 나그네 생활의 날수가 백삼십 년이니, 내 생애의 날수는 적고 악하였으며, 내 조상들의 나그네 생활의 날수에 미치지 못하였나이다.
V|N=10|EN=And Jacob blessed Pharaoh, and went out from before Pharaoh.|KO=야곱이 바로에게 축복하고, 바로 앞에서 나가니라.
V|N=11|EN=And Joseph placed his father and his brethren, and gave them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh had commanded.|KO=요셉이 그의 아버지와 형제들을 그 땅에 두고, 바로의 명령대로 애굽 땅의 가장 좋은 땅, 라암셋 땅에 그들에게 소유를 주었더라.
V|N=12|EN=And Joseph nourished his father, and his brethren, and all his father’s household, with bread, according to their families.|KO=요셉이 그의 아버지와 형제들과 그의 아버지의 온 집을 그들의 가족에 따라 떡으로 먹이니라.
V|N=13|EN=And there was no bread in all the land; for the famine was very sore, so that the land of Egypt and all the land of Canaan fainted by reason of the famine.|KO=온 땅에 떡이 없었으니, 기근이 심하여 애굽 땅과 가나안 땅이 기근으로 인하여 기진하였더라.
V|N=14|EN=And Joseph gathered up all the money that was found in the land of Egypt, and in the land of Canaan, for the corn which they bought: and Joseph brought the money into Pharaoh’s house.|KO=요셉이 애굽 땅과 가나안 땅에서 발견된 모든 돈을 모으니, 그들이 곡식을 사기 위하여 돈을 가져왔더라. 요셉이 그 돈을 바로의 집으로 가져가니라.
V|N=15|EN=And when money failed in the land of Egypt, and in the land of Canaan, all the Egyptians came unto Joseph, and said, Give us bread: for why should we die in thy presence? for the money faileth.|KO=돈이 애굽 땅과 가나안 땅에서 떨어지매, 모든 애굽 사람이 요셉에게 나아와서 이르되, 우리에게 떡을 주소서. 어찌하여 우리가 당신의 앞에서 죽으리이까? 돈이 다하였나이다.
V|N=16|EN=And Joseph said, Give your cattle; and I will give you for your cattle, if money fail.|KO=요셉이 그들에게 이르되, 너희의 가축을 가져오라. 내가 너희의 가축과 교환하여 너희에게 떡을 주리라.
V|N=17|EN=And they brought their cattle unto Joseph: and Joseph gave them bread in exchange for horses, and for the flocks, and for the cattle of the herds, and for the asses: and he fed them with bread for all their cattle for that year.|KO=그들이 그들의 가축을 요셉에게 가져오니, 요셉이 그들의 말과 양과 소와 나귀와 교환하여 그들에게 떡을 주니, 그 해 동안 그들의 모든 가축을 위하여 떡으로 먹이니라.
V|N=18|EN=When that year was ended, they came unto him the second year, and said unto him, We will not hide it from my lord, how that our money is spent; my lord also hath our herds of cattle; there is not ought left in the sight of my lord, but our bodies, and our lands:|KO=그 해가 끝나매, 그들이 그 이듬해에 요셉에게 나아와서 그에게 이르되, 우리 주여, 우리가 당신의 앞에서 숨기지 아니하겠나이다. 우리의 돈이 다하였고, 우리 주께서 우리의 가축을 가지셨나이다. 우리 주 앞에는 우리 몸과 우리의 땅 외에는 아무것도 남지 아니하였나이다.
V|N=19|EN=Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that the land be not desolate.|KO=어찌하여 우리가 당신의 앞에서 죽으리이까? 우리와 우리의 땅을 떡과 함께 사서, 우리가 당신의 종이 되게 하소서. 그리고 씨를 주사 우리가 살고, 죽지 않게 하소서. 땅이 황폐하지 않게 하소서.
