#BOOK=Genesis|BOOKCODE=gen|CHAPTER=24|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 24|KO=창세기 24장
V|N=1|EN=And Abraham was old, and well stricken in age: and the LORD had blessed Abraham in all things.|KO=아브라함이 나이가 많고 늙었으며 여호와께서 아브라함에게 모든 것을 복 주신지라.
V|N=2|EN=And Abraham said unto his eldest servant of his house, that ruled over all that he had, Put, I pray thee, thy hand under my thigh:|KO=아브라함이 자기 집의 가장 늙은 종에게 이르되, 내가 소유한 모든 것을 다스리는 자여, 내 허벅지 아래에 네 손을 두라.
V|N=3|EN=And I will make thee swear by the LORD, the God of heaven, and the God of the earth, that thou shalt not take a wife unto my son of the daughters of the Canaanites, among whom I dwell:|KO=내가 너에게 맹세하게 하리니, 하늘의 하나님과 땅의 하나님을 두고 내 아들에게 가나안 족속의 딸을 아내로 취하지 말라.
V|N=4|EN=But thou shalt go unto my country, and to my kindred, and take a wife unto my son Isaac.|KO=너는 내 고향과 내 친족에게로 가서 내 아들 이삭을 위하여 아내를 취하라.
V|N=5|EN=And the servant said unto him, Peradventure the woman will not be willing to follow me unto this land: must I needs bring thy son again unto the land from whence thou camest?|KO=종이 그에게 이르되, 혹 여자가 나를 따르지 아니하면, 내가 아들을 그곳으로 데려가야 하리이까?
V|N=6|EN=And Abraham said unto him, Beware thou that thou bring not my son thither again.|KO=아브라함이 그에게 이르되, 내 아들을 그리로 데려가지 말라.
V|N=7|EN=The LORD God of heaven, which took me from my father’s house, and from the land of my kindred, and which spake unto me, and that sware unto me, saying, Unto thy seed will I give this land; he shall send his angel before thee, and thou shalt take a wife unto my son from thence.|KO=하늘의 하나님 여호와께서 나를 내 아버지의 집과 내 친족의 땅에서 인도하여 내시고, 나에게 말씀하시고, 내게 맹세하여 이르시기를, 내가 너의 자손에게 이 땅을 주리라 하셨으니, 그가 네 앞에 그의 사자를 보내실 것이요, 네가 거기서 내 아들을 위하여 아내를 취하리라.
V|N=8|EN=And if the woman will not be willing to follow thee, then thou shalt be clear from this my oath: only bring not my son thither again.|KO=여자가 너를 따르지 아니하면, 너는 내 맹세에서 벗어나리라. 다만 내 아들을 그리로 데려가지 말라.
V|N=9|EN=And the servant put his hand under the thigh of Abraham his master, and sware to him concerning that matter.|KO=종이 아브라함의 허벅지 아래에 손을 두고 그 일에 대하여 맹세하니라.
V|N=10|EN=And the servant took ten camels of the camels of his master, and departed; for all the goods of his master were in his hand: and he arose, and went to Mesopotamia, unto the city of Nahor.|KO=종이 그의 주인의 낙타 열 마리를 가지고 떠나서, 그의 주인의 모든 좋은 것을 손에 가지고 메소포타미아의 나홀의 성으로 갔더라.
V|N=11|EN=And he made his camels to kneel down without the city by a well of water at the time of the evening, even the time that women go out to draw water.|KO=그가 저녁 때에 성 밖 우물 곁에 낙타를 무릎 꿇게 하였으니, 이는 여자가 물을 길으러 나오는 때였더라.
V|N=12|EN=And he said O LORD God of my master Abraham, I pray thee, send me good speed this day, and shew kindness unto my master Abraham.|KO=그가 기도하여 이르되, 내 주 아브라함의 하나님 여호와여, 오늘 나에게 복을 주시고, 내 주 아브라함에게 인자함을 베풀어 주옵소서.
V|N=13|EN=Behold, I stand here by the well of water; and the daughters of the men of the city come out to draw water:|KO=보소서, 내가 이 우물 곁에 서 있나이다. 성의 처녀들이 물을 길으러 나오는 때입니다.
V|N=14|EN=And let it come to pass, that the damsel to whom I shall say, Let down thy pitcher, I pray thee, that I may drink; and she shall say, Drink, and I will give thy camels drink also: let the same be she that thou hast appointed for thy servant Isaac; and thereby shall I know that thou hast shewed kindness unto my master.|KO=내가 처녀에게 이르기를, 내게 물을 조금 주어 마시게 하소서 하였을 때, 그가 이르기를, 당신이 마시소서, 그리고 당신의 낙타에게도 내가 마시게 하리이다 하는 여자가, 주께서 주의 종 이삭을 위하여 정하신 여인인 줄을 내가 알게 하옵소서.
V|N=15|EN=And it came to pass, before he had done speaking, that, behold, Rebekah came out, who was born to Bethuel, son of Milcah, the wife of Nahor, Abraham’s brother, with her pitcher upon her shoulder.|KO=그가 말을 다 마치기 전에, 보라, 리브가가 나왔으니, 이는 나홀의 아들 브두엘의 딸이며, 밀가가 나홀에게 낳은 자라. 그녀는 어깨에 물동이를 메고 나왔더라.
V|N=16|EN=And the damsel was very fair to look upon, a virgin, neither had any man known her: and she went down to the well, and filled her pitcher, and came up.|KO=그 처녀는 매우 아름다워서, 남자를 알지 못하는 처녀라. 그녀가 우물로 내려가서 물동이를 채우고 올라오니,
V|N=17|EN=And the servant ran to meet her, and said, Let me, I pray thee, drink a little water of thy pitcher.|KO=종이 그녀에게 달려가서 이르되, 내가 당신의 물동이에서 조금 물을 마시게 하소서.
V|N=18|EN=And she said, Drink, my lord: and she hasted, and let down her pitcher upon her hand, and gave him drink.|KO=그가 이르되, 내 주여, 마시소서. 그녀가 급히 물동이를 손에 내리고 그에게 마시게 하니,
V|N=19|EN=And when she had done giving him drink, she said, I will draw water for thy camels also, until they have done drinking.|KO=그가 마시게 한 후에, 내가 당신의 낙타에게도 물을 길으리이다 하니, 그가 마시기를 다 할 때까지 물을 길으리라.
V|N=20|EN=And she hasted, and emptied her pitcher into the trough, and ran again unto the well to draw water, and drew for all his camels.|KO=그가 급히 물동이를 비우고 구유에 쏟고, 다시 우물로 달려가서 물을 길어, 그의 모든 낙타에게 마시게 하니라.
V|N=21|EN=And the man wondering at her held his peace, to wit whether the LORD had made his journey prosperous or not.|KO=그 남자가 그녀를 주목하여 조용히 서서 여호와께서 그의 길을 형통하게 하셨는지 보았더라.
V|N=22|EN=And it came to pass, as the camels had done drinking, that the man took a golden earring of half a shekel weight, and two bracelets for her hands of ten shekels weight of gold;|KO=낙타들이 마시기를 다 한 후에, 그 남자가 금 귀걸이 하나와 금 팔찌 두 개를 그녀에게 주니, 그 팔찌의 무게는 열 세겔이더라.
V|N=23|EN=And said, Whose daughter art thou? tell me, I pray thee: is there room in thy father’s house for us to lodge in?|KO=그가 그녀에게 이르되, 당신은 누구의 딸이니이까? 내게 말하소서. 우리에게 유숙할 곳이 당신 아버지의 집에 있습니까?
V|N=24|EN=And she said unto him, I am the daughter of Bethuel the son of Milcah, which she bare unto Nahor.|KO=그가 이르되, 나는 브두엘의 딸이니, 밀가가 나홀에게 낳은 자입니다.
V|N=25|EN=She said moreover unto him, We have both straw and provender enough, and room to lodge in.|KO=그가 또 이르되, 우리는 볏짚과 먹이가 충분하고, 유숙할 곳도 있습니다.
V|N=26|EN=And the man bowed down his head, and worshipped the LORD.|KO=그 남자가 머리를 숙이고 여호와께 경배하니라.
V|N=27|EN=And he said, Blessed be the LORD God of my master Abraham, who hath not left destitute my master of his mercy and his truth: I being in the way, the LORD led me to the house of my master’s brethren.|KO=그가 이르되, 내 주 아브라함의 하나님 여호와를 찬송하나이다. 그가 내 주를 극률과 진리로 버리지 아니하셨으니, 내가 길을 가는 중에 여호와께서 나를 내 주의 친족의 집으로 인도하셨나이다.
V|N=28|EN=And the damsel ran, and told them of her mother’s house these things.|KO=그 처녀가 달려가서 자기 어머니의 집에 이 모든 일을 고하니라.
V|N=29|EN=And Rebekah had a brother, and his name was Laban: and Laban ran out unto the man, unto the well.|KO=리브가에게 형이 하나 있었으니, 그의 이름은 라반이라. 라반이 그 남자를 향하여 우물로 달려 나가니,
V|N=30|EN=And it came to pass, when he saw the earring and bracelets upon his sister’s hands, and when he heard the words of Rebekah his sister, saying, Thus spake the man unto me; that he came unto the man; and, behold, he stood by the camels at the well.|KO=그가 귀걸이와 그의 누이의 손에 있는 팔찌를 보고, 리브가가 자기에게 이르기를, 그 남자가 내게 이렇게 말하였노라 하니, 그 남자에게 나아가서, 보라, 그가 낙타 곁에 서 있더라.
V|N=31|EN=And he said, Come in, thou blessed of the LORD; wherefore standest thou without? for I have prepared the house, and room for the camels.|KO=그가 이르되, 여호와의 복을 받은 자여, 들어오소서. 왜 밖에 서 있습니까? 내가 집을 준비하고 낙타를 위한 방도 준비하였나이다.
V|N=32|EN=And the man came into the house: and he ungirded his camels, and gave straw and provender for the camels, and water to wash his feet, and the men’s feet that were with him.|KO=그 남자가 집으로 들어가니, 그가 낙타의 짐을 풀고, 낙타에게 볏짚과 먹이를 주고, 그의 발과 함께한 사람들의 발을 씻을 물도 주었더라.
V|N=33|EN=And there was set meat before him to eat: but he said, I will not eat, until I have told mine errand. And he said, Speak on.|KO=그 앞에 먹을 것이 차려졌으나, 그는 이르되, 내가 내 일을 말하기 전에는 먹지 아니하겠노라. 그가 이르되, 말씀하소서.
V|N=34|EN=And he said, I am Abraham’s servant.|KO=그가 이르되, 나는 아브라함의 종이라.
V|N=35|EN=And the LORD hath blessed my master greatly; and he is become great: and he hath given him flocks, and herds, and silver, and gold, and menservants, and maidservants, and camels, and asses.|KO=여호와께서 내 주 아브라함을 크게 복 주셨고, 그가 부유하게 되었으며, 양과 소와 금과 은과 남종과 여종과 낙타와 나귀를 주셨나이다.
V|N=36|EN=And Sarah my master’s wife bare a son to my master when she was old: and unto him hath he given all that he hath.|KO=내 주의 아내 사라가 늙었을 때에 아들을 내 주에게 낳았고, 그가 가진 모든 것을 그에게 주셨나이다.
V|N=37|EN=And my master made me swear, saying, Thou shalt not take a wife to my son of the daughters of the Canaanites, in whose land I dwell:|KO=내 주가 나에게 맹세하게 하여 이르기를, 가나안 족속의 딸 중에서 내 아들에게 아내를 취하지 말라 하셨나이다.
V|N=38|EN=But thou shalt go unto my father’s house, and to my kindred, and take a wife unto my son.|KO=너는 내 아버지의 집과 내 친족에게로 가서 내 아들에게 아내를 취하라.
