#BOOK=Genesis|BOOKCODE=gen|CHAPTER=19|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 19|KO=창세기 19장
V|N=1|EN=And there came two angels to Sodom at even; and Lot sat in the gate of Sodom: and Lot seeing them rose up to meet them; and he bowed himself with his face toward the ground;|KO=저녁에 두 천사가 소돔에 이르렀고, 롯이 소돔의 성문에 앉아 있다가 그들을 보고 일어나 맞이하며 얼굴을 땅에 대고 절하였다.
V|N=2|EN=And he said, Behold now, my lords, turn in, I pray you, into your servant’s house, and tarry all night, and wash your feet, and ye shall rise up early, and go on your ways. And they said, Nay; but we will abide in the street all night.|KO=그가 말하기를, 이제 내 주들이여, 제발 당신들의 종의 집으로 들어오셔서 하룻밤을 묵으시고 발을 씻으십시오. 그러면 아침에 일어나서 길을 가실 수 있습니다. 그들이 대답하기를, 아니오, 우리는 거리에서 하룻밤을 묵겠습니다.
V|N=3|EN=And he pressed upon them greatly; and they turned in unto him, and entered into his house; and he made them a feast, and did bake unleavened bread, and they did eat.|KO=그러나 그가 그들에게 간절히 권하자 그들이 그에게로 돌아와 그의 집에 들어갔고, 그는 그들을 위해 잔치를 베풀고 무교병을 구워 그들이 먹었다.
V|N=4|EN=But before they lay down, the men of the city, even the men of Sodom, compassed the house round, both old and young, all the people from every quarter:|KO=그들이 눕기 전에 소돔의 남자들, 곧 성읍의 모든 남자들이 노인과 젊은이 할 것 없이 그 집을 에워싸고,
V|N=5|EN=And they called unto Lot, and said unto him, Where are the men which came in to thee this night? bring them out unto us, that we may know them.|KO=롯에게 소리쳐 말하기를, 오늘 밤 너에게 들어온 남자들은 어디 있느냐? 그들을 우리에게 데려오라. 우리가 그들을 알게 하리라.
V|N=6|EN=And Lot went out at the door unto them, and shut the door after him,|KO=롯이 그들에게로 나가서 문을 닫고,
V|N=7|EN=And said, I pray you, brethren, do not so wickedly.|KO=말하기를, 형제들아, 제발 그렇게 악한 일을 하지 마십시오.
V|N=8|EN=Behold now, I have two daughters which have not known man; let me, I pray you, bring them out unto you, and do ye to them as is good in your eyes: only unto these men do nothing; for therefore came they under the shadow of my roof.|KO=보십시오, 제가 두 딸이 있는데 남자를 알지 못하였습니다. 제가 그들을 당신들에게 데려가니 당신들이 보기에 좋은 대로 그들에게 행하십시오. 이 남자들에게는 아무것도 하지 마십시오. 그들은 제 지붕 아래에 들어왔습니다.
V|N=9|EN=And they said, Stand back. And they said again, This one fellow came in to sojourn, and he will needs be a judge: now will we deal worse with thee, than with them. And they pressed sore upon the man, even Lot, and came near to break the door.|KO=그들이 대답하기를, 물러서라. 그리고 다시 말하기를, 이 한 사람이 나그네로 들어왔으니 이제는 우리에게 재판자가 되려 하느냐? 우리가 그들과 더 나쁜 일을 너에게 하리라. 그들이 롯에게 심히 압박하여 문을 부수려고 가까이 나아갔다.
V|N=10|EN=But the men put forth their hand, and pulled Lot into the house to them, and shut to the door.|KO=그러나 그 남자들이 손을 내밀어 롯을 집으로 끌어들이고 문을 닫았다.
V|N=11|EN=And they smote the men that were at the door of the house with blindness, both small and great: so that they wearied themselves to find the door.|KO=그리고 그들은 집 문에 있는 남자들을 작고 큰 자를 막론하고 눈이 멀게 하였으므로 그들이 문을 찾으려고 애썼다.
V|N=12|EN=And the men said unto Lot, Hast thou here any besides? son in law, and thy sons, and thy daughters, and whatsoever thou hast in the city, bring them out of this place:|KO=그 남자들이 롯에게 말하기를, 너에게 여기 다른 사람이 있느냐? 사위와 아들들과 딸들과 이 성에 있는 모든 것을 이곳에서 데리고 나가라.
V|N=13|EN=For we will destroy this place, because the cry of them is waxen great before the face of the LORD; and the LORD hath sent us to destroy it.|KO=우리가 이곳을 멸망시키려 하니, 그들의 부르짖음이 여호와 앞에서 커졌고, 여호와께서 우리를 보내어 이를 멸망시키려 하셨느니라.
V|N=14|EN=And Lot went out, and spake unto his sons in law, which married his daughters, and said, Up, get you out of this place; for the LORD will destroy this city. But he seemed as one that mocked unto his sons in law.|KO=롯이 나가서 그의 사위들에게 말하기를, 일어나 이곳에서 나가라. 여호와께서 이 성을 멸망시키실 것이니라. 그러나 그가 그의 사위들에게는 농담하는 것처럼 보였다.
V|N=15|EN=And when the morning arose, then the angels hastened Lot, saying, Arise, take thy wife, and thy two daughters, which are here; lest thou be consumed in the iniquity of the city.|KO=아침이 되어 천사들이 롯에게 재촉하여 말하기를, 일어나 너의 아내와 여기 있는 두 딸을 데리고 나가라. 그렇지 않으면 이 성의 죄악에 멸망할까 두렵다.
V|N=16|EN=And while he lingered, the men laid hold upon his hand, and upon the hand of his wife, and upon the hand of his two daughters; the LORD being merciful unto him: and they brought him forth, and set him without the city.|KO=그가 지체하고 있을 때, 그 남자들이 그의 손과 그의 아내의 손과 그의 두 딸의 손을 잡고 여호와께서 그에게 자비를 베푸셨으므로 그들을 밖으로 끌어내어 성 밖에 세웠다.
V|N=17|EN=And it came to pass, when they had brought them forth abroad, that he said, Escape for thy life; look not behind thee, neither stay thou in all the plain; escape to the mountain, lest thou be consumed.|KO=그들이 그들을 밖으로 끌어낸 후에 그가 말하기를, 너의 생명을 위하여 도망하라. 뒤를 돌아보지 말고 평지에 머물지 말고 산으로 도망하라. 그렇지 않으면 멸망할까 두렵다.
V|N=18|EN=And Lot said unto them, Oh, not so, my LORD:|KO=롯이 그들에게 말하기를, 오 주여, 그렇게 하지 마옵소서.
V|N=19|EN=Behold now, thy servant hath found grace in thy sight, and thou hast magnified thy mercy, which thou hast shewed unto me in saving my life; and I cannot escape to the mountain, lest some evil take me, and I die:|KO=보십시오, 당신의 종이 당신의 눈에 은혜를 입었고, 당신이 제 생명을 구원하신 큰 자비를 나타내셨으니, 제가 산으로 도망할 수 없사오니, 어떤 재앙이 저를 덮쳐서 죽게 될까 두렵습니다.
V|N=20|EN=Behold now, this city is near to flee unto, and it is a little one: Oh, let me escape thither, (is it not a little one?) and my soul shall live.|KO=보십시오, 이 성이 도망할 곳에 가깝고, 작기도 하니, 저를 그곳으로 도망가게 하소서. (그곳은 작지 않습니까?) 그러면 제 영혼이 살 것입니다.
V|N=21|EN=And he said unto him, See, I have accepted thee concerning this thing also, that I will not overthrow this city, for the which thou hast spoken.|KO=그가 그에게 말하기를, 내가 이 일에 관하여 너를 또한 받아들였으니, 내가 너의 말한 이 성을 멸망시키지 아니하리라.
V|N=22|EN=Haste thee, escape thither; for I cannot do anything till thou be come thither. Therefore the name of the city was called Zoar.|KO=서둘러 그곳으로 도망하라. 내가 그곳에 이르기 전에는 아무것도 할 수 없느니라. 그러므로 그 성의 이름을 소알이라 하였더라.
V|N=23|EN=The sun was risen upon the earth when Lot entered into Zoar.|KO=롯이 소알에 들어갈 때에 해가 땅 위에 떠올랐다.
V|N=24|EN=Then the LORD rained upon Sodom and upon Gomorrah brimstone and fire from the LORD out of heaven;|KO=그때 여호와께서 소돔과 고모라에 유황과 불을 비처럼 내리셨으니, 여호와께서 하늘에서 내리신 것이라.
V|N=25|EN=And he overthrew those cities, and all the plain, and all the inhabitants of the cities, and that which grew upon the ground.|KO=그가 그 성들과 평지와 그 성들에 거주하는 모든 자와 땅에서 자라는 것을 다 엎으셨다.
V|N=26|EN=But his wife looked back from behind him, and she became a pillar of salt.|KO=롯의 아내는 그 뒤를 돌아보았으므로 소금 기둥이 되었더라.
V|N=27|EN=And Abraham gat up early in the morning to the place where he stood before the LORD:|KO=아브라함이 아침에 일찍 일어나 여호와 앞에 서 있던 곳으로 가서,
