#BOOK=Genesis|BOOKCODE=gen|CHAPTER=18|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 18|KO=창세기 18장
V|N=1|EN=And the LORD appeared unto him in the plains of Mamre: and he sat in the tent door in the heat of the day;|KO=여호와께서 마므레의 평지에서 그에게 나타나셨고, 그는 낮의 더위에 장막 문에 앉아 있었다.
V|N=2|EN=And he lift up his eyes and looked, and, lo, three men stood by him: and when he saw them, he ran to meet them from the tent door, and bowed himself toward the ground,|KO=그가 눈을 들어 보니, 세 사람이 그를 향해 서 있었다. 그가 그들을 보고 장막 문에서 그들에게로 달려가서 땅에 엎드렸다.
V|N=3|EN=And said, My LORD, if now I have found favour in thy sight, pass not away, I pray thee, from thy servant:|KO=그가 말하였다. "내 주여, 내가 만일 당신의 눈에 은혜를 입었으면, 제발 당신의 종에게서 떠나지 마소서."
V|N=4|EN=Let a little water, I pray you, be fetched, and wash your feet, and rest yourselves under the tree:|KO="조금 물을 가져오게 하여 발을 씻고, 나무 아래에서 쉬소서."
V|N=5|EN=And I will fetch a morsel of bread, and comfort ye your hearts; after that ye shall pass on: for therefore are ye come to your servant. And they said, So do, as thou hast said.|KO="내가 한 조각 빵을 가져와 당신의 마음을 위로하겠습니다. 그 후에 지나가십시오. 당신이 저를 종으로 오신 이유가 이것입니다." 그들이 말하였다. "좋습니다. 당신이 말한 대로 하십시오."
V|N=6|EN=And Abraham hastened into the tent unto Sarah, and said, Make ready quickly three measures of fine meal, knead it, and make cakes upon the hearth.|KO=아브라함이 서둘러 장막으로 들어가 사라에게 말하였다. "빨리 고운 밀가루 세 가마를 준비하여 반죽하고, 화덕에서 떡을 구우세요."
V|N=7|EN=And Abraham ran unto the herd, and fetcht a calf tender and good, and gave it unto a young man; and he hasted to dress it.|KO=아브라함이 소떼로 달려가서 기름지고 좋은 송아지를 가져와 한 젊은이에게 주었고, 그가 그것을 준비하도록 서둘렀다.
V|N=8|EN=And he took butter, and milk, and the calf which he had dressed, and set it before them; and he stood by them under the tree, and they did eat.|KO=그가 버터와 우유와 그가 준비한 송아지를 그들 앞에 놓고, 나무 아래에 서서 그들이 먹는 것을 보았다.
V|N=9|EN=And they said unto him, Where is Sarah thy wife? And he said, Behold, in the tent.|KO=그들이 그에게 말하였다. "당신의 아내 사라는 어디에 있습니까?" 그가 대답하였다. "보소서, 장막에 있습니다."
V|N=10|EN=And he said, I will certainly return unto thee according to the time of life; and, lo, Sarah thy wife shall have a son. And Sarah heard it in the tent door, which was behind him.|KO=그가 말하였다. "내가 정해진 때에 당신에게 반드시 돌아오겠고, 보라, 당신의 아내 사라가 아들을 낳을 것입니다." 사라는 그 장막 문 뒤에서 그것을 들었다.
V|N=11|EN=Now Abraham and Sarah were old and well stricken in age; and it ceased to be with Sarah after the manner of women.|KO=아브라함과 사라는 나이가 많고 늙었고, 사라에게는 여인의 방식이 그쳤다.
V|N=12|EN=Therefore Sarah laughed within herself, saying, After I am waxed old shall I have pleasure, my lord being old also?|KO=그러므로 사라는 속으로 웃으며 말하였다. "내가 늙었는데, 내 주도 늙었는데, 내가 무슨 즐거움을 누릴 수 있겠습니까?"
V|N=13|EN=And the LORD said unto Abraham, Wherefore did Sarah laugh, saying, Shall I of a surety bear a child, which am old?|KO=여호와께서 아브라함에게 말씀하셨다. "사라가 왜 웃으며 말하였느냐? 내가 늙었는데 아기를 낳을 수 있겠느냐?"
V|N=14|EN=Is any thing too hard for the LORD? At the time appointed I will return unto thee, according to the time of life, and Sarah shall have a son.|KO="여호와께서 하시는 일에 너무 어려운 것이 있겠느냐? 정해진 때에 내가 당신에게 돌아오겠고, 사라가 아들을 낳을 것입니다."
V|N=15|EN=Then Sarah denied, saying, I laughed not; for she was afraid. And he said, Nay; but thou didst laugh.|KO=그때 사라는 부인하며 말하였다. "나는 웃지 않았습니다." 이는 그녀가 두려워했기 때문이다. 그가 말하였다. "아니라, 당신은 웃었습니다."
V|N=16|EN=And the men rose up from thence, and looked toward Sodom: and Abraham went with them to bring them on the way.|KO=그들이 거기서 일어나 소돔을 향해 바라보았고, 아브라함은 그들과 함께 길을 가려고 하였다.
V|N=17|EN=And the LORD said, Shall I hide from Abraham that thing which I do;|KO=여호와께서 말씀하셨다. "내가 아브라함에게 내가 할 일을 숨기겠느냐?"
V|N=18|EN=Seeing that Abraham shall surely become a great and mighty nation, and all the nations of the earth shall be blessed in him?|KO="아브라함이 반드시 큰 민족이 되고, 땅의 모든 민족이 그로 말미암아 복을 받을 것이기 때문이다."
V|N=19|EN=For I know him, that he will command his children and his household after him, and they shall keep the way of the LORD, to do justice and judgment; that the LORD may bring upon Abraham that which he hath spoken of him.|KO="내가 그를 아는 것은 그가 자기 자녀와 집안 사람들에게 명령하여 여호와의 길을 지키게 하고, 정의와 공의를 행하게 할 것이기 때문이다. 여호와께서 아브라함에게 그가 말한 것을 이루시리라."
V|N=20|EN=And the LORD said, Because the cry of Sodom and Gomorrah is great, and because their sin is very grievous;|KO=여호와께서 말씀하셨다. "소돔과 고모라의 부르짖음이 크고, 그들의 죄가 심히 중하니,
V|N=21|EN=I will go down now, and see whether they have done altogether according to the cry of it, which is come unto me; and if not, I will know.|KO=내가 이제 내려가서 그들이 나에게 온 부르짖음대로 다 행하였는지 보겠고, 그렇지 않으면 알리라."
V|N=22|EN=And the men turned their faces from thence, and went toward Sodom: but Abraham stood yet before the LORD.|KO=그들이 거기서 얼굴을 돌려 소돔으로 갔고, 아브라함은 여호와 앞에 아직 서 있었다.
