#BOOK=Genesis|BOOKCODE=gen|CHAPTER=48|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 48|KO=창세기 48장
V|N=1|EN=And it came to pass after these things, that one told Joseph, Behold, thy father is sick: and he took with him his two sons, Manasseh and Ephraim.|KO=이 일 후에 한 사람이 요셉에게 말하여 이르되, 보라, 네 아버지가 병들었나이다. 그가 그의 두 아들, 므낫세와 에브라임을 데리고 갔더라.
V|N=2|EN=And one told Jacob, and said, Behold, thy son Joseph cometh unto thee: and Israel strengthened himself, and sat upon the bed.|KO=한 사람이 야곱에게 말하여 이르되, 보라, 네 아들 요셉이 네게 오느니라. 이스라엘이 힘을 내어 침상에 앉았더라.
V|N=3|EN=And Jacob said unto Joseph, God Almighty appeared unto me at Luz in the land of Canaan, and blessed me,|KO=야곱이 요셉에게 이르되, 전능하신 하나님이 가나안 땅 루스에서 내게 나타나셔서 나를 축복하셨고,
V|N=4|EN=And said unto me, Behold, I will make thee fruitful, and multiply thee, and I will make of thee a multitude of people; and will give this land to thy seed after thee for an everlasting possession.|KO=내게 이르시기를, 보라, 내가 너를 생육하고 번성하게 하여 너로 만민의 무리가 되게 하리라. 내가 이 땅을 네 자손에게 영원한 소유로 주리라 하셨느니라.
V|N=5|EN=And now thy two sons, Ephraim and Manasseh, which were born unto thee in the land of Egypt before I came unto thee into Egypt, are mine; as Reuben and Simeon, they shall be mine.|KO=이제 네 두 아들, 에브라임과 므낫세는 내가 애굽에 있는 동안에 네게 태어난 자들이니, 그들은 내 것이니라. 르우벤과 시므온처럼 그들도 내 것이니라.
V|N=6|EN=And thy issue, which thou begettest after them, shall be thine, and shall be called after the name of their brethren in their inheritance.|KO=너가 그들 뒤에 낳는 자들은 네 것이니, 그들의 형제의 이름으로 그들의 유산에 따라 불리우리라.
V|N=7|EN=And as for me, when I came from Padan, Rachel died by me in the land of Canaan in the way, when yet there was but a little way to come unto Ephrath: and I buried her there in the way of Ephrath; the same is Bethlehem.|KO=내가 바단에서 올 때에, 라헬이 가나안 땅에서 나와 함께 있는 길에서 죽었나니, 에브라다에 가까운 길에서 죽었고, 내가 그를 그곳에 장사하였느니라. 그곳은 베들레헴이라.
V|N=8|EN=And Israel beheld Joseph’s sons, and said, Who are these?|KO=이스라엘이 요셉의 아들들을 보고 이르되, 이들은 누구냐?
V|N=9|EN=And Joseph said unto his father, They are my sons, whom God hath given me in this place. And he said, Bring them, I pray thee, unto me, and I will bless them.|KO=요셉이 그의 아버지에게 이르되, 그들은 하나님이 이곳에서 내게 주신 내 아들들이니이다. 아버지께서 그들을 내게로 데려오시기를 원하나이다. 내가 그들을 축복하리이다.
V|N=10|EN=Now the eyes of Israel were dim for age, so that he could not see. And he brought them near unto him; and he kissed them, and embraced them.|KO=이스라엘의 눈이 나이로 인하여 어두워서 보지 못하더니, 그들을 가까이 데려오매, 그가 그들을 입맞추고 안았더라.
V|N=11|EN=And Israel said unto Joseph, I had not thought to see thy face: and, lo, God hath shewed me also thy seed.|KO=이스라엘이 요셉에게 이르되, 내가 네 얼굴을 보리라고는 생각지 아니하였더니, 하나님이 또한 네 자손을 내게 보이셨구나.
V|N=12|EN=And Joseph brought them out from between his knees, and he bowed himself with his face to the earth.|KO=요셉이 그들을 그의 무릎 사이에서 빼내고, 땅에 엎드려 경배하였더라.
V|N=13|EN=And Joseph took them both, Ephraim in his right hand toward Israel’s left hand, and Manasseh in his left hand toward Israel’s right hand, and brought them near unto him.|KO=요셉이 두 아들을 데리고 왔으니, 에브라임은 그의 오른손을 이스라엘의 왼손 쪽에 두고, 므낫세는 그의 왼손을 이스라엘의 오른손 쪽에 두고 그를 가까이 데려갔더라.
V|N=14|EN=And Israel stretched out his right hand, and laid it upon Ephraim’s head, who was the younger, and his left hand upon Manasseh’s head, guiding his hands wittingly; for Manasseh was the firstborn.|KO=이스라엘이 그의 오른손을 뻗쳐 에브라임의 머리에 얹었으니, 그는 더 어린 자요, 그의 왼손은 므낫세의 머리에 얹었으니, 그의 손을 의도적으로 인도하였더라. 므낫세는 장자였더라.
V|N=15|EN=And he blessed Joseph, and said, God, before whom my fathers Abraham and Isaac did walk, the God which fed me all my life long unto this day,|KO=그가 요셉을 축복하며 이르되, 내 조상 아브라함과 이삭 앞에 서신 하나님, 내가 오늘까지 내 평생을 먹이신 하나님이시여,
V|N=16|EN=The Angel which redeemed me from all evil, bless the lads; and let my name be named on them, and the name of my fathers Abraham and Isaac; and let them grow into a multitude in the midst of the earth.|KO=모든 악에서 나를 구속하신 천사가 이 아이들을 축복하시고, 내 이름이 그들 위에, 내 조상 아브라함과 이삭의 이름이 그들 위에 있게 하시고, 그들이 땅의 한가운데서 만민의 무리가 되게 하옵소서.
V|N=17|EN=And when Joseph saw that his father laid his right hand upon the head of Ephraim, it displeased him: and he held up his father’s hand, to remove it from Ephraim’s head unto Manasseh’s head.|KO=요셉이 그의 아버지가 에브라임의 머리에 오른손을 얹은 것을 보고, 그것이 그에게 싫어, 그의 아버지의 손을 들어 에브라임의 머리에서 므낫세의 머리로 옮기려 하였더라.
V|N=18|EN=And Joseph said unto his father, Not so, my father: for this is the firstborn; put thy right hand upon his head.|KO=요셉이 그의 아버지에게 이르되, 내 아버지여, 그리 마옵소서. 이는 장자니, 그의 머리에 오른손을 얹으소서.
V|N=19|EN=And his father refused, and said, I know it, my son, I know it: he also shall become a people, and he also shall be great: but truly his younger brother shall be greater than he, and his seed shall become a multitude of nations.|KO=그의 아버지가 거절하고 이르되, 내 아들아, 내가 아는 것이니라. 그도 한 민족이 되고, 그도 크게 될 것이나, 진실로 그의 동생이 그보다 더 크고, 그의 자손이 만민의 무리가 되리라.
V|N=20|EN=And he blessed them that day, saying, In thee shall Israel bless, saying, God make thee as Ephraim and as Manasseh: and he set Ephraim before Manasseh.|KO=그가 그날에 그들을 축복하며 이르되, 이스라엘이 너를 축복할 때에, 하나님이 너를 에브라임과 므낫세와 같이 하시기를 원하노라 하며, 에브라임을 므낫세보다 먼저 두었더라.
V|N=21|EN=And Israel said unto Joseph, Behold, I die: but God shall be with you, and bring you again unto the land of your fathers.|KO=이스라엘이 요셉에게 이르되, 보라, 내가 죽으리라. 그러나 하나님이 너와 함께 하시고, 너를 네 조상의 땅으로 돌아오게 하시리라.
V|N=22|EN=Moreover I have given to thee one portion above thy brethren, which I took out of the hand of the Amorite with my sword and with my bow.|KO=내가 너의 형제들보다 한 몫을 더 너에게 주었나니, 이는 내가 내 칼과 내 활로 아모리 사람의 손에서 취한 것이니라.
