#BOOK=Genesis|BOOKCODE=gen|CHAPTER=28|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 28|KO=창세기 28장
V|N=1|EN=And Isaac called Jacob, and blessed him, and charged him, and said unto him, Thou shalt not take a wife of the daughters of Canaan.|KO=이삭이 야곱을 부르고 그를 축복하며 그에게 명령하여 이르되, 너는 가나안의 딸들 중에서 아내를 취하지 말라.
V|N=2|EN=Arise, go to Padanaram, to the house of Bethuel thy mother’s father; and take thee a wife from thence of the daughters of Laban thy mother’s brother.|KO=일어나서 바단아람으로 가서 네 어머니의 아버지 벧부엘의 집에 가서 그곳에서 네 어머니의 형 라반의 딸 중에서 아내를 취하라.
V|N=3|EN=And God Almighty bless thee, and make thee fruitful, and multiply thee, that thou mayest be a multitude of people;|KO=전능하신 하나님이 너를 축복하시고 너를 번성하게 하시며 너를 많게 하시어 너로 큰 민족이 되게 하시기를 원하노라.
V|N=4|EN=And give thee the blessing of Abraham, to thee, and to thy seed with thee; that thou mayest inherit the land wherein thou art a stranger, which God gave unto Abraham.|KO=아브라함의 축복을 너와 너와 함께하는 네 자손에게 주사, 너로 이 땅을 상속받게 하시기를 원하노라. 이는 하나님이 아브라함에게 주신 땅이라.
V|N=5|EN=And Isaac sent away Jacob: and he went to Padanaram unto Laban, son of Bethuel the Syrian, the brother of Rebekah, Jacob’s and Esau’s mother.|KO=이삭이 야곱을 보내니 그가 바단아람으로 가서 시리아 사람 라반, 곧 리브가의 오빠의 아들인 베두엘에게로 갔더라.
V|N=6|EN=When Esau saw that Isaac had blessed Jacob, and sent him away to Padanaram, to take him a wife from thence; and that as he blessed him he gave him a charge, saying, Thou shalt not take a wife of the daughters of Canaan;|KO=에서가 이삭이 야곱을 축복하고 그를 바단아람으로 보내 아내를 취하게 하였음을 보고, 그가 축복할 때에 그에게 명령하여 이르되, 너는 가나안의 딸들 중에서 아내를 취하지 말라 하였더라.
V|N=7|EN=And that Jacob obeyed his father and his mother, and was gone to Padanaram;|KO=야곱이 그의 아버지와 어머니의 말을 순종하고 바단아람으로 갔더라.
V|N=8|EN=And Esau seeing that the daughters of Canaan pleased not Isaac his father;|KO=에서가 가나안의 딸들이 그의 아버지 이삭의 눈에 좋지 않음을 보고,
V|N=9|EN=Then went Esau unto Ishmael, and took unto the wives which he had Mahalath the daughter of Ishmael Abraham’s son, the sister of Nebajoth, to be his wife.|KO=에서가 이스마엘에게로 가서 그가 가진 아내들 외에 이스마엘의 아들 아브라함의 딸 마할랏을 아내로 취하였더라.
V|N=10|EN=And Jacob went out from Beersheba, and went toward Haran.|KO=야곱이 브엘세바에서 나가 하란으로 향하더니,
