#BOOK=Genesis|BOOKCODE=gen|CHAPTER=6|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 6|KO=창세기 6장
V|N=1|EN=And it came to pass, when men began to multiply on the face of the earth, and daughters were born unto them,|KO=땅의 얼굴에 사람들이 번성하고 딸들이 그들에게 태어날 때에 일이 일어났다.
V|N=2|EN=That the sons of God saw the daughters of men that they were fair; and they took them wives of all which they chose.|KO=하나님의 아들들이 사람의 딸들이 아름다운 것을 보고, 그들이 선택한 모든 여자들을 아내로 취하였다.
V|N=3|EN=And the LORD said, My spirit shall not always strive with man, for that he also is flesh: yet his days shall be an hundred and twenty years.|KO=여호와께서 말씀하시기를, 내 영이 사람과 항상 다투지 아니하리니, 이는 그가 육체임이라. 그의 날은 백이십 년이 되리라 하시니라.
V|N=4|EN=There were giants in the earth in those days; and also after that, when the sons of God came in unto the daughters of men, and they bare children to them, the same became mighty men which were of old, men of renown.|KO=그때 땅에는 거인들이 있었고, 하나님의 아들들이 사람의 딸들에게 들어가서 그들에게 자녀를 낳게 하였고, 그들은 옛적의 용사, 유명한 자들이 되었다.
V|N=5|EN=And God saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.|KO=하나님이 보시기에 사람의 악이 땅에 심히 커서, 그의 마음의 생각이 항상 악할 뿐임을 보셨다.
V|N=6|EN=And it repented the LORD that he had made man on the earth, and it grieved him at his heart.|KO=여호와께서 사람을 지으셨음을 한탄하시고, 그의 마음이 아프셨다.
V|N=7|EN=And the LORD said, I will destroy man whom I have created from the face of the earth; both man, and beast, and the creeping thing, and the fowls of the air; for it repenteth me that I have made them.|KO=여호와께서 말씀하시기를, 내가 지은 사람을 땅의 얼굴에서 멸하리니, 사람과 짐승과 기는 것과 공중의 새를 다 멸하리라. 내가 그들을 지은 것을 한탄함이니라.
V|N=8|EN=But Noah found grace in the eyes of the LORD.|KO=그러나 노아는 여호와의 은혜를 입었다.
V|N=9|EN=These are the generations of Noah: Noah was a just man and perfect in his generations, and Noah walked with God.|KO=노아의 세대는 이러하니, 노아는 의인이요, 그 세대에 완전한 자라. 노아는 하나님과 동행하였더라.
V|N=10|EN=And Noah begat three sons, Shem, Ham, and Japheth.|KO=노아가 세 아들, 셈과 함과 야벳을 낳았더라.
V|N=11|EN=The earth also was corrupt before God, and the earth was filled with violence.|KO=땅은 하나님 앞에 부패하였고, 땅은 폭력으로 가득 차 있었더라.
V|N=12|EN=And God looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth.|KO=하나님이 땅을 보시니, 보라, 부패하였더라. 모든 육체가 그 길을 부패시켰더라.
V|N=13|EN=And God said unto Noah, The end of all flesh is come before me; for the earth is filled with violence through them; and, behold, I will destroy them with the earth.|KO=하나님이 노아에게 말씀하시기를, 모든 육체의 끝이 내 앞에 이르렀으니, 땅이 그들로 인하여 폭력으로 가득 차 있도다. 보라, 내가 그들과 함께 땅을 멸하리라.
V|N=14|EN=Make thee an ark of gopher wood; rooms shalt thou make in the ark, and shalt pitch it within and without with pitch.|KO=너는 고페르 나무로 방주를 만들고, 방주에 방을 만들며, 안팎으로 역청으로 칠하라.
V|N=15|EN=And this is the fashion which thou shalt make it of: The length of the ark shall be three hundred cubits, the breadth of it fifty cubits, and the height of it thirty cubits.|KO=너는 방주의 길이를 삼백 규빗, 너비를 오십 규빗, 높이를 삼십 규빗으로 할지니라.
V|N=16|EN=A window shalt thou make to the ark, and in a cubit shalt thou finish it above; and the door of the ark shalt thou set in the side thereof; with lower, second, and third stories shalt thou make it.|KO=너는 방주에 창을 만들고, 한 규빗 위에 마감하며, 방주의 문은 그 옆에 두고, 아래층과 두 번째 층과 세 번째 층을 만들지니라.
V|N=17|EN=And, behold, I, even I, do bring a flood of waters upon the earth, to destroy all flesh, wherein is the breath of life, from under heaven; and every thing that is in the earth shall die.|KO=보라, 내가 땅 위에 홍수를 일으켜 모든 육체를 멸하리니, 하늘 아래 생명의 기운이 있는 모든 것이 죽으리라.
V|N=18|EN=But with thee will I establish my covenant; and thou shalt come into the ark, thou, and thy sons, and thy wife, and thy sons’ wives with thee.|KO=그러나 너와 너의 아들들과 너의 아내와 너의 아들들의 아내는 방주로 들어오리라.
V|N=19|EN=And of every living thing of all flesh, two of every sort shalt thou bring into the ark, to keep them alive with thee; they shall be male and female.|KO=모든 생물 중에서 두 마리씩 너는 방주로 데려가서 너와 함께 살게 하라. 그들은 수컷과 암컷이니라.
V|N=20|EN=Of fowls after their kind, and of cattle after their kind, of every creeping thing of the earth after his kind, two of every sort shall come unto thee, to keep them alive.|KO=새는 그 종류대로, 가축은 그 종류대로, 땅의 모든 기는 것은 그 종류대로, 두 마리씩 너에게로 올지니, 너와 함께 살게 하라.
V|N=21|EN=And take thou unto thee of all food that is eaten, and thou shalt gather it to thee; and it shall be for food for thee, and for them.|KO=너는 먹을 모든 양식을 너에게로 가져오고, 그것을 너를 위하여 모으라. 그것이 너와 그들을 위한 음식이 되리라.
V|N=22|EN=Thus did Noah; according to all that God commanded him, so did he.|KO=노아가 하나님이 그에게 명령하신 대로 다 행하였더라.
