#BOOK=Genesis|BOOKCODE=gen|CHAPTER=21|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 21|KO=창세기 21장
V|N=1|EN=And the LORD visited Sarah as he had said, and the LORD did unto Sarah as he had spoken.|KO=여호와께서 말씀하신 대로 사라를 방문하셨고, 여호와께서 말씀하신 대로 사라에게 행하셨다.
V|N=2|EN=For Sarah conceived, and bare Abraham a son in his old age, at the set time of which God had spoken to him.|KO=사라가 잉태하여 아브라함에게 아들을 낳았으니, 이는 하나님이 그에게 말씀하신 기한에 아브라함의 노년에 낳은 아들이다.
V|N=3|EN=And Abraham called the name of his son that was born unto him, whom Sarah bare to him, Isaac.|KO=아브라함은 사라가 그에게 낳은 아들의 이름을 이삭이라 하였다.
V|N=4|EN=And Abraham circumcised his son Isaac being eight days old, as God had commanded him.|KO=아브라함은 하나님이 명하신 대로 이삭을 낳은 지 여덟 날 만에 할례를 행하였다.
V|N=5|EN=And Abraham was an hundred years old, when his son Isaac was born unto him.|KO=아브라함이 이삭을 낳았을 때, 그는 백세였다.
V|N=6|EN=And Sarah said, God hath made me to laugh, so that all that hear will laugh with me.|KO=사라가 말하기를, 하나님이 나를 웃게 하셨으니, 듣는 자마다 나와 함께 웃을 것이다.
V|N=7|EN=And she said, Who would have said unto Abraham, that Sarah should have given children suck? for I have born him a son in his old age.|KO=그녀가 말하기를, 누가 아브라함에게 사라가 아이를 젖 먹일 것이라고 말하였겠는가? 나는 그의 노년에 아들을 낳았다.
V|N=8|EN=And the child grew, and was weaned: and Abraham made a great feast the same day that Isaac was weaned.|KO=아이가 자라서 젖을 떼었고, 아브라함은 이삭이 젖을 뗀 날에 큰 잔치를 베풀었다.
V|N=9|EN=And Sarah saw the son of Hagar the Egyptian, which she had born unto Abraham, mocking.|KO=사라가 아브라함에게 낳은 아이의 어머니 하갈의 아들이 조롱하는 것을 보았다.
V|N=10|EN=Wherefore she said unto Abraham, Cast out this bondwoman and her son: for the son of this bondwoman shall not be heir with my son, even with Isaac.|KO=그래서 그녀가 아브라함에게 말하기를, 이 여종과 그녀의 아들을 쫓아내라. 이 여종의 아들은 내 아들과 함께 유산을 받을 수 없다, 이삭과 함께.
V|N=11|EN=And the thing was very grievous in Abraham’s sight because of his son.|KO=이 일이 아브라함에게 그의 아들 때문에 매우 괴로웠다.
V|N=12|EN=And God said unto Abraham, Let it not be grievous in thy sight because of the lad, and because of thy bondwoman; in all that Sarah hath said unto thee, hearken unto her voice; for in Isaac shall thy seed be called.|KO=하나님이 아브라함에게 말씀하시기를, 그 소년과 그 여종 때문에 네 눈앞에 괴롭게 여기지 말라. 사라가 네게 말하는 모든 것을 들어라. 이삭으로 말미암아 네 자손이 불리리라.
V|N=13|EN=And also of the son of the bondwoman will I make a nation, because he is thy seed.|KO=여종의 아들도 내가 한 민족을 이루게 하리니, 그는 네 자손이다.
V|N=14|EN=And Abraham rose up early in the morning, and took bread, and a bottle of water, and gave it unto Hagar, putting it on her shoulder, and the child, and sent her away: and she departed, and wandered in the wilderness of Beersheba.|KO=아브라함이 아침 일찍 일어나 빵과 물 한 가득 담은 병을 가져다가 하갈에게 주고, 그것을 그녀의 어깨에 메게 하였으며, 아이와 함께 그녀를 보내니, 그녀가 떠나서 브엘세바 광야에서 방황하였다.
V|N=15|EN=And the water was spent in the bottle, and she cast the child under one of the shrubs.|KO=병의 물이 다 떨어지자, 그녀는 아이를 덤불 아래에 두었다.
V|N=16|EN=And she went, and sat her down over against him a good way off, as it were a bow shot: for she said, Let me not see the death of the child. And she sat over against him, and lift up her voice, and wept.|KO=그녀는 그와 멀리 떨어진 곳에 앉아, 화살 거리만큼 떨어져서, 아이의 죽음을 보지 않게 해달라고 말하며, 그를 향해 앉아 소리 높여 울었다.
V|N=17|EN=And God heard the voice of the lad; and the angel of God called to Hagar out of heaven, and said unto her, What aileth thee, Hagar? fear not; for God hath heard the voice of the lad where he is.|KO=하나님이 그 아이의 소리를 들으셨고, 하나님의 사자가 하늘에서 하갈을 부르며 말하기를, 하갈아, 네게 무슨 일이냐? 두려워하지 말라. 하나님이 그 아이의 소리를 들으셨다.
V|N=18|EN=Arise, lift up the lad, and hold him in thine hand; for I will make him a great nation.|KO=일어나서 그 아이를 붙잡고 네 손에 들라. 내가 그로 큰 민족을 이루게 하리라.
V|N=19|EN=And God opened her eyes, and she saw a well of water; and she went, and filled the bottle with water, and gave the lad drink.|KO=하나님이 그녀의 눈을 열어 우물을 보게 하셨고, 그녀가 가서 병에 물을 채우고 아이에게 마시게 하였다.
V|N=20|EN=And God was with the lad; and he grew, and dwelt in the wilderness, and became an archer.|KO=하나님이 그 아이와 함께 하셨고, 그는 자라서 광야에 거주하며 활 쏘는 자가 되었다.
V|N=21|EN=And he dwelt in the wilderness of Paran: and his mother took him a wife out of the land of Egypt.|KO=그는 바란 광야에 거주하였고, 그의 어머니가 그를 위해 이집트 땅에서 아내를 취하였다.
V|N=22|EN=And it came to pass at that time, that Abimelech and Phichol the chief captain of his host spake unto Abraham, saying, God is with thee in all that thou doest:|KO=그때 아비멜렉과 그의 군대의 주관자 비골이 아브라함에게 말하기를, 하나님이 네가 하는 모든 일에 함께 하신다 하였다.
V|N=23|EN=Now therefore swear unto me here by God that thou wilt not deal falsely with me, nor with my son, nor with my son’s son: but according to the kindness that I have done unto thee, thou shalt do unto me, and to the land wherein thou hast sojourned.|KO=그러므로 이제 여기서 하나님으로 나에게 맹세하라. 너는 나와 내 아들, 내 아들의 아들에게 거짓으로 대하지 않겠다고. 내가 너에게 행한 선함을 따라 너도 나에게 행하고, 네가 거주하는 땅에 대해서도 그렇게 하라.
V|N=24|EN=And Abraham said, I will swear.|KO=아브라함이 말하기를, 내가 맹세하리라.
V|N=25|EN=And Abraham reproved Abimelech because of a well of water, which Abimelech’s servants had violently taken away.|KO=아브라함이 아비멜렉을 책망하였으니, 이는 아비멜렉의 종들이 폭력으로 빼앗은 우물 때문이었다.
V|N=26|EN=And Abimelech said, I wot not who hath done this thing; neither didst thou tell me, neither yet heard I of it, but to day.|KO=아비멜렉이 말하기를, 내가 이 일을 한 자가 누구인지 알지 못하니, 너도 나에게 말하지 않았고, 오늘까지도 내가 듣지 못하였다.
V|N=27|EN=And Abraham took sheep and oxen, and gave them unto Abimelech; and both of them made a covenant.|KO=아브라함이 양과 소를 취하여 아비멜렉에게 주었고, 두 사람이 언약을 맺었다.
V|N=28|EN=And Abraham set seven ewe lambs of the flock by themselves.|KO=아브라함이 양 떼 중에서 암양 일곱 마리를 따로 세웠다.
V|N=29|EN=And Abimelech said unto Abraham, What mean these seven ewe lambs which thou hast set by themselves?|KO=아비멜렉이 아브라함에게 말하기를, 네가 따로 세운 이 일곱 암양은 무엇을 의미하느냐?
V|N=30|EN=And he said, For these seven ewe lambs shalt thou take of my hand, that they may be a witness unto me, that I have digged this well.|KO=아브라함이 말하기를, 이 일곱 암양은 내가 이 우물을 팠다는 증거로 네 손에서 취하라.
V|N=31|EN=Wherefore he called that place Beersheba; because there they sware both of them.|KO=그래서 그는 그곳을 브엘세바라 부르니, 이는 그들이 거기서 서로 맹세하였기 때문이다.
V|N=32|EN=Thus they made a covenant at Beersheba: then Abimelech rose up, and Phichol the chief captain of his host, and they returned into the land of the Philistines.|KO=그들은 브엘세바에서 언약을 맺었고, 아비멜렉과 그의 군대의 주관자 비골이 일어나 블레셋 땅으로 돌아갔다.
V|N=33|EN=And Abraham planted a grove in Beersheba, and called there on the name of the LORD, the everlasting God.|KO=아브라함이 브엘세바에 수풀을 심고, 거기서 영원한 하나님 여호와의 이름을 부르셨다.
V|N=34|EN=And Abraham sojourned in the Philistines’ land many days.|KO=아브라함이 블레셋 땅에서 여러 날을 거주하였다.
