#BOOK=Genesis|BOOKCODE=gen|CHAPTER=43|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 43|KO=창세기 43장
V|N=1|EN=And the famine was sore in the land.|KO=그 땅에 기근이 심하더라.
V|N=2|EN=And it came to pass, when they had eaten up the corn which they had brought out of Egypt, their father said unto them, Go again, buy us a little food.|KO=그들이 이집트에서 가져온 곡식을 다 먹고 나니, 그들의 아버지가 그들에게 이르되, 다시 가서 우리에게 조금 먹을 것을 사오라 하니라.
V|N=3|EN=And Judah spake unto him, saying, The man did solemnly protest unto us, saying, Ye shall not see my face, except your brother be with you.|KO=유다가 그에게 말하여 이르되, 그 사람이 우리에게 엄히 말하여 이르기를, 너희가 내 얼굴을 보지 못하리라, 너희의 형제가 너희와 함께 오지 아니하면.
V|N=4|EN=If thou wilt send our brother with us, we will go down and buy thee food:|KO=만일 네가 우리와 함께 우리 형제를 보내면, 우리는 내려가서 너를 위하여 음식을 사오리이다.
V|N=5|EN=But if thou wilt not send him, we will not go down: for the man said unto us, Ye shall not see my face, except your brother be with you.|KO=그러나 만일 그를 보내지 아니하시면, 우리는 내려가지 아니하리니, 그 사람이 우리에게 이르기를, 너희가 내 얼굴을 보지 못하리라 하였음이니이다.
V|N=6|EN=And Israel said, Wherefore dealt ye so ill with me, as to tell the man whether ye had yet a brother?|KO=이스라엘이 그들에게 이르되, 너희가 어찌하여 그 사람에게 내 형제가 있느냐고 말하였느냐?
V|N=7|EN=And they said, The man asked us straitly of our state, and of our kindred, saying, Is your father yet alive? have ye another brother? and we told him according to the tenor of these words: could we certainly know that he would say, Bring your brother down?|KO=그들이 이르되, 그 사람이 우리에게 우리의 형편과 친족을 엄히 물으므로, 너희 아버지가 아직 살아 계시냐? 너희에게 또 다른 형제가 있느냐? 우리가 그에게 이와 같이 대답하였나이다. 우리가 그가 우리에게, 너희 형제를 데리고 오라 하리라는 것을 어떻게 알 수 있었으리이까?
V|N=8|EN=And Judah said unto Israel his father, Send the lad with me, and we will arise and go; that we may live, and not die, both we, and thou, and also our little ones.|KO=유다가 그의 아버지 이스라엘에게 이르되, 그 아이를 나와 함께 보내소서. 우리가 일어나서 가서 살고 죽지 않게 하소서. 우리와 너와 우리의 어린 자녀들도 함께 살게 하소서.
V|N=9|EN=I will be surety for him; of my hand shalt thou require him: if I bring him not unto thee, and set him before thee, then let me bear the blame for ever:|KO=내가 그를 위하여 보증하리니, 내 손에서 그를 요구하소서. 내가 그를 너에게 데려오지 아니하고 너 앞에 세우지 아니하면, 내가 영원히 죄를 지리이다.
V|N=10|EN=For except we had lingered, surely now we had returned this second time.|KO=우리가 지체하지 아니하였더라면, 지금쯤 두 번째로 돌아왔으리이다.
V|N=11|EN=And their father Israel said unto them, If it must be so now, do this; take of the best fruits in the land in your vessels, and carry down the man a present, a little balm, and a little honey, spices, and myrrh, nuts, and almonds:|KO=그들의 아버지 이스라엘이 그들에게 이르되, 이제 이렇게 하라. 너희의 그릇에 이 땅의 가장 좋은 열매를 담고, 그 사람에게 선물로 가져가라. 작은 유향과 작은 꿀과 향신료와 몰약과 견과와 아몬드를 가져가라.
V|N=12|EN=And take double money in your hand; and the money that was brought again in the mouth of your sacks, carry it again in your hand; peradventure it was an oversight:|KO=너희 손에 두 배의 돈을 가져가고, 너희 자루의 입에 다시 돌아온 돈을 가져가라. 혹시 그것이 실수일까 하노라.
V|N=13|EN=Take also your brother, and arise, go again unto the man:|KO=너희 형도 데리고 가고, 일어나서 그 사람에게 다시 가라.
V|N=14|EN=And God Almighty give you mercy before the man, that he may send away your other brother, and Benjamin. If I be bereaved of my children, I am bereaved.|KO=전능하신 하나님이 그 사람 앞에서 너희에게 긍휼을 베푸시기를 원하노라. 그가 너희의 다른 형제와 베냐민을 보내주리라. 내가 자녀를 잃으면 잃으리이다.
V|N=15|EN=And the men took that present, and they took double money in their hand and Benjamin; and rose up, and went down to Egypt, and stood before Joseph.|KO=그 사람들이 그 선물을 가지고, 두 배의 돈과 베냐민을 손에 들고 일어나서 이집트로 내려가서 요셉 앞에 섰더라.
V|N=16|EN=And when Joseph saw Benjamin with them, he said to the ruler of his house, Bring these men home, and slay, and make ready; for these men shall dine with me at noon.|KO=요셉이 그들과 함께 있는 베냐민을 보고, 그의 집의 총리에게 이르되, 이 사람들을 집으로 데려가고, 그들을 위하여 잡고 준비하라. 이 사람들이 정오에 나와 함께 먹으리라 하니라.
V|N=17|EN=And the man did as Joseph bade; and the man brought the men into Joseph’s house.|KO=그 사람이 요셉의 명령대로 하여, 그 사람들을 요셉의 집으로 데려가니라.
V|N=18|EN=And the men were afraid, because they were brought into Joseph’s house; and they said, Because of the money that was returned in our sacks at the first time are we brought in; that he may seek occasion against us, and fall upon us, and take us for bondmen, and our asses.|KO=그 사람들이 요셉의 집으로 데려가심을 두려워하였으니, 이는 그들이 처음에 자루에 돈이 돌아온 까닭으로, 그가 우리에게 대적하여 우리를 종으로 삼고, 우리의 나귀를 빼앗으려 하실까 두려워하였음이라.
V|N=19|EN=And they came near to the steward of Joseph’s house, and they communed with him at the door of the house,|KO=그들이 요셉의 집의 청지기에게 가까이 가서, 집의 문 앞에서 그와 이야기하니,
V|N=20|EN=And said, O sir, we came indeed down at the first time to buy food:|KO=이르되, 주여, 우리가 처음에 음식을 사러 내려갔더니,
V|N=21|EN=And it came to pass, when we came to the inn, that we opened our sacks, and, behold, every man’s money was in the mouth of his sack, our money in full weight: and we have brought it again in our hand.|KO=여관에 이르러 자루를 열어보니, 각 사람의 자루 입에 그의 돈이 있더라. 우리의 돈이 온전한 중량으로 있더라. 우리가 그것을 다시 가지고 왔나이다.
V|N=22|EN=And other money have we brought down in our hands to buy food: we cannot tell who put our money in our sacks.|KO=우리가 음식을 사기 위하여 손에 다른 돈도 가져왔으나, 누가 우리의 돈을 자루에 넣었는지 알지 못하나이다.
V|N=23|EN=And he said, Peace be to you, fear not: your God, and the God of your father, hath given you treasure in your sacks: I had your money. And he brought Simeon out unto them.|KO=그가 이르되, 너희에게 평안이 있을지어다. 두려워하지 말라. 너희의 하나님과 너희 아버지의 하나님이 너희의 자루에 보물을 주셨느니라. 내가 너희의 돈을 가졌노라. 그리고 그가 시므온을 그들에게로 인도하니라.
V|N=24|EN=And the man brought the men into Joseph’s house, and gave them water, and they washed their feet; and he gave their asses provender.|KO=그 사람이 그 사람들을 요셉의 집으로 데려가서, 그들에게 물을 주고, 그들이 발을 씻게 하며, 그들의 나귀에게 먹이를 주었더라.
V|N=25|EN=And they made ready the present against Joseph came at noon: for they heard that they should eat bread there.|KO=그들이 요셉이 정오에 오실 때를 대비하여 선물을 준비하였으니, 이는 그들이 거기서 떡을 먹으리라 들었음이라.
V|N=26|EN=And when Joseph came home, they brought him the present which was in their hand into the house, and bowed themselves to him to the earth.|KO=요셉이 집에 오매, 그들이 손에 있는 선물을 그 집으로 가져가서, 그에게 땅에 엎드려 절하니,
V|N=27|EN=And he asked them of their welfare, and said, Is your father well, the old man of whom ye spake? Is he yet alive?|KO=그가 그들의 안부를 물으시고, 이르되, 너희의 아버지, 너희가 말한 늙은이는 평안하냐? 아직 살아 있느냐?
V|N=28|EN=And they answered, Thy servant our father is in good health, he is yet alive. And they bowed down their heads, and made obeisance.|KO=그들이 대답하되, 당신의 종 우리 아버지는 평안하시고 아직 살아 계시나이다. 그들이 머리를 숙이고 절하니,
V|N=29|EN=And he lifted up his eyes, and saw his brother Benjamin, his mother’s son, and said, Is this your younger brother, of whom ye spake unto me? And he said, God be gracious unto thee, my son.|KO=그가 눈을 들어 그의 형 베냐민을 보고, 그의 어머니의 아들이니, 이 사람이 너희가 내게 말한 아우냐? 하나님이 너에게 은혜를 베푸시기를 원하노라, 내 아들아.
V|N=30|EN=And Joseph made haste; for his bowels did yearn upon his brother: and he sought where to weep; and he entered into his chamber, and wept there.|KO=요셉이 급히 나가서 그의 형제를 인하여 울고, 울 곳을 찾다가 그의 방으로 들어가서 거기서 울더라.
V|N=31|EN=And he washed his face, and went out, and refrained himself, and said, Set on bread.|KO=그가 얼굴을 씻고 나와서, 자기를 억제하고, 떡을 차리라 하니라.
V|N=32|EN=And they set on for him by himself, and for them by themselves, and for the Egyptians, which did eat with him, by themselves: because the Egyptians might not eat bread with the Hebrews; for that is an abomination unto the Egyptians.|KO=그들이 그를 위하여 따로 차리고, 그들을 위하여 따로 차리고, 이집트 사람들을 위하여 따로 차리니, 이는 이집트 사람들이 히브리 사람들과 함께 떡을 먹지 못함이니, 이는 이집트 사람들에게는 가증한 일이기 때문이라.
V|N=33|EN=And they sat before him, the firstborn according to his birthright, and the youngest according to his youth: and the men marvelled one at another.|KO=그들이 그 앞에 앉았으니, 장자는 그의 장자대로, 막내는 그의 어린 나이대로 앉았더라. 그 사람들이 서로 놀라니라.
V|N=34|EN=And he took and sent messes unto them from before him: but Benjamin’s mess was five times so much as any of theirs. And they drank, and were merry with him.|KO=그가 그들 앞에서 그들에게서 음식을 보내었으나, 베냐민의 음식은 그들의 것보다 다섯 배나 많더라. 그들이 그와 함께 마시고 즐거워하였더라.
