#BOOK=Genesis|BOOKCODE=gen|CHAPTER=37|VERSION=KJV|LANGPAIR=EN-KO|ARCHAIC=INLINE_PARENS
T|EN=Genesis 37|KO=창세기 37장
V|N=1|EN=And Jacob dwelt in the land wherein his father was a stranger, in the land of Canaan.|KO=야곱이 그의 아버지가 낯선 땅, 가나안 땅에 거주하였더라.
V|N=2|EN=These are the generations of Jacob. Joseph, being seventeen years old, was feeding the flock with his brethren; and the lad was with the sons of Bilhah, and with the sons of Zilpah, his father’s wives: and Joseph brought unto his father their evil report.|KO=이것은 야곱의 후대라. 요셉이 열일곱 살이 되었을 때, 그의 형들과 함께 양을 치고 있었고, 그 소년은 그의 아버지의 아내 빌하와 실바의 아들들과 함께 있었더라. 요셉이 그들의 악한 보고를 아버지에게 가져갔더라.
V|N=3|EN=Now Israel loved Joseph more than all his children, because he was the son of his old age: and he made him a coat of many colours.|KO=이스라엘이 요셉을 그의 모든 아들들보다 더 사랑하였으니, 이는 그가 그의 노년의 아들이었기 때문이라. 그가 그에게 채색옷을 지어 주었더라.
V|N=4|EN=And when his brethren saw that their father loved him more than all his brethren, they hated him, and could not speak peaceably unto him.|KO=그의 형들이 그들의 아버지가 그를 모든 형들보다 더 사랑하는 것을 보고 그를 미워하여 그에게 평화롭게 말할 수 없었더라.
V|N=5|EN=And Joseph dreamed a dream, and he told it his brethren: and they hated him yet the more.|KO=요셉이 꿈을 꾸고 그의 형들에게 말하였더니, 그들이 그를 더욱 미워하였더라.
V|N=6|EN=And he said unto them, Hear, I pray you, this dream which I have dreamed:|KO=그가 그들에게 이르되, 내가 꾼 꿈을 들어보라.
V|N=7|EN=For, behold, we were binding sheaves in the field, and, lo, my sheaf arose, and also stood upright; and, behold, your sheaves stood round about, and made obeisance to my sheaf.|KO=보라, 우리가 밭에서 단을 묶고 있었는데, 내 단이 일어나서 곧게 서 있고, 너희의 단이 내 단 주위에 서서 절하더라.
V|N=8|EN=And his brethren said to him, Shalt thou indeed reign over us? or shalt thou indeed have dominion over us? And they hated him yet the more for his dreams, and for his words.|KO=그의 형들이 그에게 이르되, 네가 정말로 우리를 다스리겠느냐? 네가 정말로 우리를 지배하겠느냐? 그들은 그의 꿈과 그의 말 때문에 그를 더욱 미워하였더라.
V|N=9|EN=And he dreamed yet another dream, and told it his brethren, and said, Behold, I have dreamed a dream more; and, behold, the sun and the moon and the eleven stars made obeisance to me.|KO=그가 또 다른 꿈을 꾸고 형들에게 말하였더니, 이르되, 내가 또 꿈을 꾸었는데, 보라, 해와 달과 열한 별이 나에게 절하더라.
V|N=10|EN=And he told it to his father, and to his brethren: and his father rebuked him, and said unto him, What is this dream that thou hast dreamed? Shall I and thy mother and thy brethren indeed come to bow down ourselves to thee to the earth?|KO=그가 그것을 그의 아버지와 형들에게 말하였더니, 그의 아버지가 그를 꾸짖고 이르되, 내가 꾼 이 꿈이 무엇이냐? 내가 너와 네 어머니와 네 형들이 정말로 땅에 엎드려 너에게 절하겠느냐?
V|N=11|EN=And his brethren envied him; but his father observed the saying.|KO=그의 형들은 그를 시기하였으나, 그의 아버지는 그 말을 주의 깊게 지켜보았더라.
V|N=12|EN=And his brethren went to feed their father’s flock in Shechem.|KO=그의 형들이 세겜에서 그들의 아버지의 양을 치러 갔더라.
V|N=13|EN=And Israel said unto Joseph, Do not thy brethren feed the flock in Shechem? come, and I will send thee unto them. And he said to him, Here am I.|KO=이스라엘이 요셉에게 이르되, 네 형들이 세겜에서 양을 치지 아니하느냐? 가서 그들에게로 보내리라. 그가 이르되, 내가 여기 있나이다.
V|N=14|EN=And he said to him, Go, I pray thee, see whether it be well with thy brethren, and well with the flocks; and bring me word again. So he sent him out of the vale of Hebron, and he came to Shechem.|KO=그가 그에게 이르되, 가서 네 형들이 잘 있는지, 양들이 잘 있는지 보아라. 그리고 다시 나에게 소식을 전하라. 그가 그를 헤브론 골짜기에서 보냈고, 요셉이 세겜에 이르렀더라.
V|N=15|EN=And a certain man found him, and, behold, he was wandering in the field: and the man asked him, saying, What seekest thou?|KO=어떤 사람이 그를 만나서, 보라, 그가 들에서 방황하고 있더라. 그 사람이 그에게 이르되, 네가 무엇을 찾느냐?
V|N=16|EN=And he said, I seek my brethren: tell me, I pray thee, where they feed their flocks.|KO=그가 이르되, 나는 내 형들을 찾고 있나이다. 그들이 어디서 양을 치는지 나에게 말해 주시기 바랍니다.
V|N=17|EN=And the man said, They are departed hence; for I heard them say, Let us go to Dothan. And Joseph went after his brethren, and found them in Dothan.|KO=그 사람이 이르되, 그들은 여기서 떠났으니, 내가 그들이 도단으로 가는 것을 들었노라. 요셉이 그의 형들을 따라가서 도단에서 그들을 찾았더라.
V|N=18|EN=And when they saw him afar off, even before he came near unto them, they conspired against him to slay him.|KO=그들이 그를 멀리서 보고 그가 그들에게 가까이 오기 전에 그를 죽이기로 음모하였더라.
V|N=19|EN=And they said one to another, Behold, this dreamer cometh.|KO=그들이 서로 이르되, 보라, 이 꿈꾸는 자가 오느니라.
V|N=20|EN=Come now therefore, and let us slay him, and cast him into some pit, and we will say, Some evil beast hath devoured him: and we shall see what will become of his dreams.|KO=이제 오라, 우리가 그를 죽이고 어떤 구덩이에 던져 넣고, 어떤 악한 짐승이 그를 잡아먹었다고 말하자. 그의 꿈이 어떻게 될지 보자.
V|N=21|EN=And Reuben heard it, and he delivered him out of their hands; and said, Let us not kill him.|KO=르우벤이 이를 듣고 그들을 그 손에서 구출하여 이르되, 그를 죽이지 말자.
V|N=22|EN=And Reuben said unto them, Shed no blood, but cast him into this pit that is in the wilderness, and lay no hand upon him; that he might rid him out of their hands, to deliver him to his father again.|KO=르우벤이 그들에게 이르되, 피를 흘리지 말고, 이 광야의 구덩이에 그를 던지고 그에게 손을 대지 말라. 그가 그들의 손에서 구출되어 다시 아버지에게로 돌아가게 하려 함이니라.
V|N=23|EN=And it came to pass, when Joseph was come unto his brethren, that they stript Joseph out of his coat, his coat of many colours that was on him;|KO=요셉이 그의 형들에게 이르렀을 때, 그들이 요셉의 겉옷을 벗기고, 그에게 입힌 채색옷을 벗기고,
V|N=24|EN=And they took him, and cast him into a pit: and the pit was empty, there was no water in it.|KO=그를 잡아 구덩이에 던졌더라. 그 구덩이는 비어 있었고, 그 안에 물이 없었더라.
V|N=25|EN=And they sat down to eat bread: and they lifted up their eyes and looked, and, behold, a company of Ishmeelites came from Gilead with their camels bearing spicery and balm and myrrh, going to carry it down to Egypt.|KO=그들이 앉아 빵을 먹으려 할 때, 그들이 눈을 들어 보니, 길르앗에서 이스마엘 상인들이 낙타를 타고 향료와 유향과 몰약을 가지고 이집트로 내려가고 있더라.
V|N=26|EN=And Judah said unto his brethren, What profit is it if we slay our brother, and conceal his blood?|KO=유다가 그의 형들에게 이르되, 우리가 우리 형제를 죽이고 그의 피를 감추는 것이 무슨 유익이 있겠느냐?
V|N=27|EN=Come, and let us sell him to the Ishmeelites, and let not our hand be upon him; for he is our brother and our flesh. And his brethren were content.|KO=오라, 이스마엘 사람들에게 그를 팔고, 우리의 손을 그에게 대지 말자. 그는 우리의 형제요, 우리의 살이니라. 그들이 그의 말에 동의하였더라.
V|N=28|EN=Then there passed by Midianites merchantmen; and they drew and lifted up Joseph out of the pit, and sold Joseph to the Ishmeelites for twenty pieces of silver: and they brought Joseph into Egypt.|KO=그때 미디안 상인들이 지나가고, 그들이 요셉을 구덩이에서 끌어올려 이스마엘 사람들에게 스무 개의 은으로 요셉을 팔고, 그들이 요셉을 이집트로 데려갔더라.
V|N=29|EN=And Reuben returned unto the pit; and, behold, Joseph was not in the pit; and he rent his clothes.|KO=르우벤이 구덩이로 돌아왔으나, 보라, 요셉이 구덩이에 없더라. 그가 그의 옷을 찢었더라.
V|N=30|EN=And he returned unto his brethren, and said, The child is not; and I, whither shall I go?|KO=그가 그의 형들에게 돌아와 이르되, 아이가 없도다. 내가 어디로 가리요?
V|N=31|EN=And they took Joseph’s coat, and killed a kid of the goats, and dipped the coat in the blood;|KO=그들이 요셉의 겉옷을 가져다가, 염소 새끼를 잡아 그 옷을 피에 적셨더라.
V|N=32|EN=And they sent the coat of many colours, and they brought it to their father; and said, This have we found: know now whether it be thy son’s coat or no.|KO=그들이 그 채색옷을 그들의 아버지에게 보내고 이르되, 우리가 이것을 발견하였나이다. 이것이 너의 아들의 옷인지 알아보소서.
V|N=33|EN=And he knew it, and said, It is my son’s coat; an evil beast hath devoured him; Joseph is without doubt rent in pieces.|KO=그가 그것을 알고 이르되, 이는 내 아들의 옷이라. 악한 짐승이 그를 잡아먹었도다. 요셉이 틀림없이 찢겨졌도다.
V|N=34|EN=And Jacob rent his clothes, and put sackcloth upon his loins, and mourned for his son many days.|KO=야곱이 그의 옷을 찢고, 허리에 굵은 베를 띠고, 그의 아들을 위하여 여러 날 동안 애통하였더라.
V|N=35|EN=And all his sons and all his daughters rose up to comfort him; but he refused to be comforted; and he said, For I will go down into the grave unto my son mourning. Thus his father wept for him.|KO=그의 모든 아들들과 모든 딸들이 그를 위로하려 하였으나, 그는 위로를 받지 아니하고 이르되, 나는 내 아들을 슬퍼하며 음부로 내려가리라 하였더라. 그의 아버지가 그를 위하여 울었더라.
